Chromosome	Start	End	total_segdup_intervals	segdup_bp	percent_segdup
chr7	119000000	124000000	1	40557	0.81114
chr7	119100000	124100000	1	27299	0.54598
chr7	119200000	124200000	0	0	0.0
chr7	119300000	124300000	0	0	0.0
chr7	119400000	124400000	0	0	0.0
chr7	119500000	124500000	0	0	0.0
chr7	119600000	124600000	0	0	0.0
chr7	119700000	124700000	0	0	0.0
chr7	119800000	124800000	0	0	0.0
chr7	119900000	124900000	0	0	0.0
chr7	120000000	125000000	0	0	0.0
chr7	120100000	125100000	0	0	0.0
chr7	120200000	125200000	0	0	0.0
chr7	120300000	125300000	0	0	0.0
chr7	120400000	125400000	0	0	0.0
chr7	120500000	125500000	0	0	0.0
chr7	120600000	125600000	0	0	0.0
chr7	120700000	125700000	0	0	0.0
chr7	120800000	125800000	0	0	0.0
chr7	120900000	125900000	0	0	0.0
chr7	121000000	126000000	0	0	0.0
chr7	121100000	126100000	0	0	0.0
chr7	121200000	126200000	0	0	0.0
chr7	121300000	126300000	0	0	0.0
chr7	121400000	126400000	0	0	0.0
chr7	121500000	126500000	0	0	0.0
chr7	121600000	126600000	0	0	0.0
chr7	121700000	126700000	0	0	0.0
chr7	121800000	126800000	0	0	0.0
chr7	121900000	126900000	0	0	0.0
chr7	122000000	127000000	0	0	0.0
chr7	122100000	127100000	0	0	0.0
chr7	122200000	127200000	0	0	0.0
chr7	122300000	127300000	0	0	0.0
chr7	122400000	127400000	0	0	0.0
chr7	122500000	127500000	0	0	0.0
chr7	122600000	127600000	0	0	0.0
chr7	122700000	127700000	0	0	0.0
chr7	122800000	127800000	0	0	0.0
chr7	122900000	127900000	0	0	0.0
chr7	123000000	128000000	0	0	0.0
chr7	123100000	128100000	0	0	0.0
chr7	123200000	128200000	0	0	0.0
chr7	123300000	128300000	0	0	0.0
chr7	123400000	128400000	0	0	0.0
chr7	123500000	128500000	0	0	0.0
chr7	123600000	128600000	0	0	0.0
chr7	123700000	128700000	0	0	0.0
chr7	123800000	128800000	0	0	0.0
chr7	123900000	128900000	0	0	0.0
chr7	124000000	129000000	0	0	0.0
chr7	124100000	129100000	0	0	0.0
chr7	124200000	129200000	0	0	0.0
chr7	124300000	129300000	0	0	0.0
chr7	124400000	129400000	0	0	0.0
chr7	124500000	129500000	1	7984	0.15968
chr7	124600000	129600000	2	91372	1.82744
chr7	124700000	129700000	2	91372	1.82744
chr7	124800000	129800000	2	91372	1.82744
chr7	124900000	129900000	2	91372	1.82744
chr7	125000000	130000000	2	91372	1.82744
chr7	125100000	130100000	2	91372	1.82744
chr7	125200000	130200000	2	91372	1.82744
chr7	125300000	130300000	2	91372	1.82744
chr7	125400000	130400000	2	91372	1.82744
chr7	125500000	130500000	2	91372	1.82744
chr7	125600000	130600000	2	91372	1.82744
chr7	125700000	130700000	2	91372	1.82744
chr7	125800000	130800000	2	91372	1.82744
chr7	125900000	130900000	2	91372	1.82744
chr7	126000000	131000000	2	91372	1.82744
chr7	126100000	131100000	2	91372	1.82744
chr7	126200000	131200000	2	91372	1.82744
chr7	126300000	131300000	2	91372	1.82744
chr7	126400000	131400000	2	91372	1.82744
chr7	126500000	131500000	2	91372	1.82744
chr7	126600000	131600000	2	91372	1.82744
chr7	126700000	131700000	2	91372	1.82744
chr7	126800000	131800000	2	91372	1.82744
chr7	126900000	131900000	3	111858	2.23716
chr7	127000000	132000000	3	122545	2.4509
chr7	127100000	132100000	3	122545	2.4509
chr7	127200000	132200000	3	122545	2.4509
chr7	127300000	132300000	3	122545	2.4509
chr7	127400000	132400000	3	122545	2.4509
chr7	127500000	132500000	3	122545	2.4509
chr7	127600000	132600000	3	122545	2.4509
chr7	127700000	132700000	3	122545	2.4509
chr7	127800000	132800000	3	122545	2.4509
chr7	127900000	132900000	3	122545	2.4509
chr7	128000000	133000000	3	122545	2.4509
chr7	128100000	133100000	4	215905	4.318099999999999
chr7	128200000	133200000	4	215905	4.318099999999999
chr7	128300000	133300000	4	215905	4.318099999999999
chr7	128400000	133400000	4	215905	4.318099999999999
chr7	128500000	133500000	4	215905	4.318099999999999
chr7	128600000	133600000	4	215905	4.318099999999999
chr7	128700000	133700000	4	215905	4.318099999999999
chr7	128800000	133800000	4	215905	4.318099999999999
chr7	128900000	133900000	4	215905	4.318099999999999
chr7	129000000	134000000	4	215905	4.318099999999999
chr7	129100000	134100000	4	215905	4.318099999999999
chr7	129200000	134200000	4	215905	4.318099999999999
chr7	129300000	134300000	4	215905	4.318099999999999
chr7	129400000	134400000	4	215905	4.318099999999999
chr7	129500000	134500000	4	207921	4.1584200000000004
chr7	129600000	134600000	2	124533	2.49066
chr7	129700000	134700000	2	124533	2.49066
chr7	129800000	134800000	2	124533	2.49066
chr7	129900000	134900000	2	124533	2.49066
chr7	130000000	135000000	2	124533	2.49066
chr7	130100000	135100000	2	124533	2.49066
chr7	130200000	135200000	2	124533	2.49066
chr7	130300000	135300000	2	124533	2.49066
chr7	130400000	135400000	2	124533	2.49066
chr7	130500000	135500000	2	124533	2.49066
chr7	130600000	135600000	2	124533	2.49066
chr7	130700000	135700000	2	124533	2.49066
chr7	130800000	135800000	2	124533	2.49066
chr7	130900000	135900000	2	124533	2.49066
chr7	131000000	136000000	2	124533	2.49066
chr7	131100000	136100000	2	124533	2.49066
chr7	131200000	136200000	2	124533	2.49066
chr7	131300000	136300000	2	124533	2.49066
chr7	131400000	136400000	2	124533	2.49066
chr7	131500000	136500000	2	124533	2.49066
chr7	131600000	136600000	2	124533	2.49066
chr7	131700000	136700000	2	124533	2.49066
chr7	131800000	136800000	2	124533	2.49066
chr7	131900000	136900000	2	104047	2.08094
chr7	132000000	137000000	1	93360	1.8672000000000002
chr7	132100000	137100000	1	93360	1.8672000000000002
chr7	132200000	137200000	1	93360	1.8672000000000002
chr7	132300000	137300000	1	93360	1.8672000000000002
chr7	132400000	137400000	1	93360	1.8672000000000002
chr7	132500000	137500000	1	93360	1.8672000000000002
chr7	132600000	137600000	1	93360	1.8672000000000002
chr7	132700000	137700000	1	93360	1.8672000000000002
chr7	132800000	137800000	1	93360	1.8672000000000002
chr7	132900000	137900000	1	93360	1.8672000000000002
chr7	133000000	138000000	1	93360	1.8672000000000002
chr7	133100000	138100000	0	0	0.0
chr7	133200000	138200000	0	0	0.0
chr7	133300000	138300000	0	0	0.0
chr7	133400000	138367390	0	0	0.0
chr7	133500000	138367390	0	0	0.0
chr7	133600000	138367390	0	0	0.0
chr7	133700000	138367390	0	0	0.0
chr7	133800000	138367390	0	0	0.0
chr7	133900000	138367390	0	0	0.0
chr7	134000000	138367390	0	0	0.0
chr7	134100000	138367390	0	0	0.0
chr7	134200000	138367390	0	0	0.0
chr7	134300000	138367390	0	0	0.0
chr7	134400000	138367390	0	0	0.0
chr7	134500000	138367390	0	0	0.0
chr7	134600000	138367390	0	0	0.0
chr7	134700000	138367390	0	0	0.0
chr7	134800000	138367390	0	0	0.0
chr7	134900000	138367390	0	0	0.0
chr7	135000000	138367390	0	0	0.0
chr7	135100000	138367390	0	0	0.0
chr7	135200000	138367390	0	0	0.0
chr7	135300000	138367390	0	0	0.0
chr7	135400000	138367390	0	0	0.0
chr7	135500000	138367390	0	0	0.0
chr7	135600000	138367390	0	0	0.0
chr7	135700000	138367390	0	0	0.0
chr7	135800000	138367390	0	0	0.0
chr7	135900000	138367390	0	0	0.0
chr7	136000000	138367390	0	0	0.0
chr7	136100000	138367390	0	0	0.0
chr7	136200000	138367390	0	0	0.0
chr7	136300000	138367390	0	0	0.0
chr7	136400000	138367390	0	0	0.0
chr7	136500000	138367390	0	0	0.0
chr7	136600000	138367390	0	0	0.0
chr7	136700000	138367390	0	0	0.0
chr7	136800000	138367390	0	0	0.0
chr7	136900000	138367390	0	0	0.0
chr7	137000000	138367390	0	0	0.0
chr7	137100000	138367390	0	0	0.0
chr7	137200000	138367390	0	0	0.0
chr7	137300000	138367390	0	0	0.0
chr7	137400000	138367390	0	0	0.0
chr7	137500000	138367390	0	0	0.0
chr7	137600000	138367390	0	0	0.0
chr7	137700000	138367390	0	0	0.0
chr7	137800000	138367390	0	0	0.0
chr7	137900000	138367390	0	0	0.0
chr7	138000000	138367390	0	0	0.0
chr7	138100000	138367390	0	0	0.0
chr7	138200000	138367390	0	0	0.0
chr7	138300000	138367390	0	0	0.0
chr8	0	5000000	2	128136	2.56272
chr8	100000	5100000	2	41692	0.8338399999999999
chr8	200000	5200000	1	35084	0.70168
chr8	300000	5300000	1	35084	0.70168
chr8	400000	5400000	1	35084	0.70168
chr8	500000	5500000	1	35084	0.70168
chr8	600000	5600000	1	35084	0.70168
chr8	700000	5700000	1	35084	0.70168
chr8	800000	5800000	1	35084	0.70168
chr8	900000	5900000	1	35084	0.70168
chr8	1000000	6000000	1	35084	0.70168
chr8	1100000	6100000	1	35084	0.70168
chr8	1200000	6200000	1	35084	0.70168
chr8	1300000	6300000	1	35084	0.70168
chr8	1400000	6400000	1	35084	0.70168
chr8	1500000	6500000	1	35084	0.70168
chr8	1600000	6600000	1	35084	0.70168
chr8	1700000	6700000	1	35084	0.70168
chr8	1800000	6800000	1	35084	0.70168
chr8	1900000	6900000	1	35084	0.70168
chr8	2000000	7000000	1	35084	0.70168
chr8	2100000	7100000	1	35084	0.70168
chr8	2200000	7200000	1	35084	0.70168
chr8	2300000	7300000	1	35084	0.70168
chr8	2400000	7400000	1	35084	0.70168
chr8	2500000	7500000	1	35084	0.70168
chr8	2600000	7600000	1	35084	0.70168
chr8	2700000	7700000	1	35084	0.70168
chr8	2800000	7800000	1	35084	0.70168
chr8	2900000	7900000	1	35084	0.70168
chr8	3000000	8000000	1	35084	0.70168
chr8	3100000	8100000	1	35084	0.70168
chr8	3200000	8200000	1	35084	0.70168
chr8	3300000	8300000	1	35084	0.70168
chr8	3400000	8400000	1	35084	0.70168
chr8	3500000	8500000	1	35084	0.70168
chr8	3600000	8600000	1	35084	0.70168
chr8	3700000	8700000	1	35084	0.70168
chr8	3800000	8800000	1	35084	0.70168
chr8	3900000	8900000	1	35084	0.70168
chr8	4000000	9000000	1	35084	0.70168
chr8	4100000	9100000	1	35084	0.70168
chr8	4200000	9200000	1	35084	0.70168
chr8	4300000	9300000	0	0	0.0
chr8	4400000	9400000	0	0	0.0
chr8	4500000	9500000	1	56986	1.13972
chr8	4600000	9600000	1	56986	1.13972
chr8	4700000	9700000	1	56986	1.13972
chr8	4800000	9800000	1	56986	1.13972
chr8	4900000	9900000	1	56986	1.13972
chr8	5000000	10000000	1	56986	1.13972
chr8	5100000	10100000	1	56986	1.13972
chr8	5200000	10200000	1	56986	1.13972
chr8	5300000	10300000	1	56986	1.13972
chr8	5400000	10400000	1	56986	1.13972
chr8	5500000	10500000	1	56986	1.13972
chr8	5600000	10600000	1	56986	1.13972
chr8	5700000	10700000	1	56986	1.13972
chr8	5800000	10800000	1	56986	1.13972
chr8	5900000	10900000	1	56986	1.13972
chr8	6000000	11000000	1	56986	1.13972
chr8	6100000	11100000	1	56986	1.13972
chr8	6200000	11200000	1	56986	1.13972
chr8	6300000	11300000	1	56986	1.13972
chr8	6400000	11400000	1	56986	1.13972
chr8	6500000	11500000	1	56986	1.13972
chr8	6600000	11600000	1	56986	1.13972
chr8	6700000	11700000	1	56986	1.13972
chr8	6800000	11800000	1	56986	1.13972
chr8	6900000	11900000	1	56986	1.13972
chr8	7000000	12000000	1	56986	1.13972
chr8	7100000	12100000	1	56986	1.13972
chr8	7200000	12200000	1	56986	1.13972
chr8	7300000	12300000	1	56986	1.13972
chr8	7400000	12400000	1	56986	1.13972
chr8	7500000	12500000	1	56986	1.13972
chr8	7600000	12600000	1	56986	1.13972
chr8	7700000	12700000	1	56986	1.13972
chr8	7800000	12800000	1	56986	1.13972
chr8	7900000	12900000	1	56986	1.13972
chr8	8000000	13000000	1	56986	1.13972
chr8	8100000	13100000	1	56986	1.13972
chr8	8200000	13200000	1	56986	1.13972
chr8	8300000	13300000	1	56986	1.13972
chr8	8400000	13400000	1	56986	1.13972
chr8	8500000	13500000	1	56986	1.13972
chr8	8600000	13600000	1	56986	1.13972
chr8	8700000	13700000	1	56986	1.13972
chr8	8800000	13800000	1	56986	1.13972
chr8	8900000	13900000	1	56986	1.13972
chr8	9000000	14000000	2	93456	1.8691200000000001
chr8	9100000	14100000	2	93456	1.8691200000000001
chr8	9200000	14200000	2	93456	1.8691200000000001
chr8	9300000	14300000	2	93456	1.8691200000000001
chr8	9400000	14400000	2	93456	1.8691200000000001
chr8	9500000	14500000	1	36470	0.7294
chr8	9600000	14600000	1	36470	0.7294
chr8	9700000	14700000	1	36470	0.7294
chr8	9800000	14800000	1	36470	0.7294
chr8	9900000	14900000	1	36470	0.7294
chr8	10000000	15000000	1	36470	0.7294
chr8	10100000	15100000	1	36470	0.7294
chr8	10200000	15200000	1	36470	0.7294
chr8	10300000	15300000	1	36470	0.7294
chr8	10400000	15400000	1	36470	0.7294
chr8	10500000	15500000	1	36470	0.7294
chr8	10600000	15600000	1	36470	0.7294
chr8	10700000	15700000	1	36470	0.7294
chr8	10800000	15800000	1	36470	0.7294
chr8	10900000	15900000	1	36470	0.7294
chr8	11000000	16000000	1	36470	0.7294
chr8	11100000	16100000	1	36470	0.7294
chr8	11200000	16200000	1	36470	0.7294
chr8	11300000	16300000	1	36470	0.7294
chr8	11400000	16400000	1	36470	0.7294
chr8	11500000	16500000	1	36470	0.7294
chr8	11600000	16600000	1	36470	0.7294
chr8	11700000	16700000	1	36470	0.7294
chr8	11800000	16800000	1	36470	0.7294
chr8	11900000	16900000	1	36470	0.7294
chr8	12000000	17000000	1	36470	0.7294
chr8	12100000	17100000	1	36470	0.7294
chr8	12200000	17200000	1	36470	0.7294
chr8	12300000	17300000	1	36470	0.7294
chr8	12400000	17400000	1	36470	0.7294
chr8	12500000	17500000	1	36470	0.7294
chr8	12600000	17600000	1	36470	0.7294
chr8	12700000	17700000	1	36470	0.7294
chr8	12800000	17800000	1	36470	0.7294
chr8	12900000	17900000	1	36470	0.7294
chr8	13000000	18000000	1	36470	0.7294
chr8	13100000	18100000	1	36470	0.7294
chr8	13200000	18200000	1	36470	0.7294
chr8	13300000	18300000	1	36470	0.7294
chr8	13400000	18400000	1	36470	0.7294
chr8	13500000	18500000	1	36470	0.7294
chr8	13600000	18600000	1	36470	0.7294
chr8	13700000	18700000	1	36470	0.7294
chr8	13800000	18800000	1	36470	0.7294
chr8	13900000	18900000	1	36470	0.7294
chr8	14000000	19000000	0	0	0.0
chr8	14100000	19100000	0	0	0.0
chr8	14200000	19200000	0	0	0.0
chr8	14300000	19300000	0	0	0.0
chr8	14400000	19400000	0	0	0.0
chr8	14500000	19500000	0	0	0.0
chr8	14600000	19600000	0	0	0.0
chr8	14700000	19700000	0	0	0.0
chr8	14800000	19800000	0	0	0.0
chr8	14900000	19900000	0	0	0.0
chr8	15000000	20000000	0	0	0.0
chr8	15100000	20100000	0	0	0.0
chr8	15200000	20200000	0	0	0.0
chr8	15300000	20300000	0	0	0.0
chr8	15400000	20400000	0	0	0.0
chr8	15500000	20500000	0	0	0.0
chr8	15600000	20600000	0	0	0.0
chr8	15700000	20700000	0	0	0.0
chr8	15800000	20800000	0	0	0.0
chr8	15900000	20900000	0	0	0.0
chr8	16000000	21000000	0	0	0.0
chr8	16100000	21100000	0	0	0.0
chr8	16200000	21200000	0	0	0.0
chr8	16300000	21300000	0	0	0.0
chr8	16400000	21400000	0	0	0.0
chr8	16500000	21500000	0	0	0.0
chr8	16600000	21600000	0	0	0.0
chr8	16700000	21700000	0	0	0.0
chr8	16800000	21800000	0	0	0.0
chr8	16900000	21900000	0	0	0.0
chr8	17000000	22000000	0	0	0.0
chr8	17100000	22100000	0	0	0.0
chr8	17200000	22200000	0	0	0.0
chr8	17300000	22300000	0	0	0.0
chr8	17400000	22400000	0	0	0.0
chr8	17500000	22500000	0	0	0.0
chr8	17600000	22600000	0	0	0.0
chr8	17700000	22700000	0	0	0.0
chr8	17800000	22800000	0	0	0.0
chr8	17900000	22900000	0	0	0.0
chr8	18000000	23000000	0	0	0.0
chr8	18100000	23100000	0	0	0.0
chr8	18200000	23200000	0	0	0.0
chr8	18300000	23300000	0	0	0.0
chr8	18400000	23400000	0	0	0.0
chr8	18500000	23500000	0	0	0.0
chr8	18600000	23600000	0	0	0.0
chr8	18700000	23700000	0	0	0.0
chr8	18800000	23800000	0	0	0.0
chr8	18900000	23900000	0	0	0.0
chr8	19000000	24000000	0	0	0.0
chr8	19100000	24100000	0	0	0.0
chr8	19200000	24200000	0	0	0.0
chr8	19300000	24300000	0	0	0.0
chr8	19400000	24400000	0	0	0.0
chr8	19500000	24500000	0	0	0.0
chr8	19600000	24600000	0	0	0.0
chr8	19700000	24700000	0	0	0.0
chr8	19800000	24800000	0	0	0.0
chr8	19900000	24900000	0	0	0.0
chr8	20000000	25000000	0	0	0.0
chr8	20100000	25100000	0	0	0.0
chr8	20200000	25200000	0	0	0.0
chr8	20300000	25300000	0	0	0.0
chr8	20400000	25400000	0	0	0.0
chr8	20500000	25500000	0	0	0.0
chr8	20600000	25600000	0	0	0.0
chr8	20700000	25700000	0	0	0.0
chr8	20800000	25800000	0	0	0.0
chr8	20900000	25900000	0	0	0.0
chr8	21000000	26000000	0	0	0.0
chr8	21100000	26100000	0	0	0.0
chr8	21200000	26200000	0	0	0.0
chr8	21300000	26300000	0	0	0.0
chr8	21400000	26400000	0	0	0.0
chr8	21500000	26500000	0	0	0.0
chr8	21600000	26600000	0	0	0.0
chr8	21700000	26700000	0	0	0.0
chr8	21800000	26800000	0	0	0.0
chr8	21900000	26900000	0	0	0.0
chr8	22000000	27000000	0	0	0.0
chr8	22100000	27100000	0	0	0.0
chr8	22200000	27200000	0	0	0.0
chr8	22300000	27300000	0	0	0.0
chr8	22400000	27400000	0	0	0.0
chr8	22500000	27500000	0	0	0.0
chr8	22600000	27600000	0	0	0.0
chr8	22700000	27700000	0	0	0.0
chr8	22800000	27800000	0	0	0.0
chr8	22900000	27900000	0	0	0.0
chr8	23000000	28000000	0	0	0.0
chr8	23100000	28100000	0	0	0.0
chr8	23200000	28200000	0	0	0.0
chr8	23300000	28300000	0	0	0.0
chr8	23400000	28400000	0	0	0.0
chr8	23500000	28500000	0	0	0.0
chr8	23600000	28600000	0	0	0.0
chr8	23700000	28700000	0	0	0.0
chr8	23800000	28800000	0	0	0.0
chr8	23900000	28900000	0	0	0.0
chr8	24000000	29000000	0	0	0.0
chr8	24100000	29100000	0	0	0.0
chr8	24200000	29200000	0	0	0.0
chr8	24300000	29300000	0	0	0.0
chr8	24400000	29400000	0	0	0.0
chr8	24500000	29500000	0	0	0.0
chr8	24600000	29600000	0	0	0.0
chr8	24700000	29700000	0	0	0.0
chr8	24800000	29800000	0	0	0.0
chr8	24900000	29900000	0	0	0.0
chr8	25000000	30000000	0	0	0.0
chr8	25100000	30100000	0	0	0.0
chr8	25200000	30200000	0	0	0.0
chr8	25300000	30300000	0	0	0.0
chr8	25400000	30400000	0	0	0.0
chr8	25500000	30500000	0	0	0.0
chr8	25600000	30600000	0	0	0.0
chr8	25700000	30700000	0	0	0.0
chr8	25800000	30800000	1	187	0.0037400000000000003
chr8	25900000	30900000	1	39320	0.7864
chr8	26000000	31000000	1	39320	0.7864
chr8	26100000	31100000	1	39320	0.7864
chr8	26200000	31200000	1	39320	0.7864
chr8	26300000	31300000	1	39320	0.7864
chr8	26400000	31400000	1	39320	0.7864
chr8	26500000	31500000	1	39320	0.7864
chr8	26600000	31600000	1	39320	0.7864
chr8	26700000	31700000	1	39320	0.7864
chr8	26800000	31800000	1	39320	0.7864
chr8	26900000	31900000	1	39320	0.7864
chr8	27000000	32000000	1	39320	0.7864
chr8	27100000	32100000	1	39320	0.7864
chr8	27200000	32200000	1	39320	0.7864
chr8	27300000	32300000	1	39320	0.7864
chr8	27400000	32400000	1	39320	0.7864
chr8	27500000	32500000	1	39320	0.7864
chr8	27600000	32600000	1	39320	0.7864
chr8	27700000	32700000	1	39320	0.7864
chr8	27800000	32800000	1	39320	0.7864
chr8	27900000	32900000	1	39320	0.7864
chr8	28000000	33000000	1	39320	0.7864
chr8	28100000	33100000	1	39320	0.7864
chr8	28200000	33200000	1	39320	0.7864
chr8	28300000	33300000	1	39320	0.7864
chr8	28400000	33400000	1	39320	0.7864
chr8	28500000	33500000	1	39320	0.7864
chr8	28600000	33600000	1	39320	0.7864
chr8	28700000	33700000	1	39320	0.7864
chr8	28800000	33800000	1	39320	0.7864
chr8	28900000	33900000	1	39320	0.7864
chr8	29000000	34000000	1	39320	0.7864
chr8	29100000	34100000	1	39320	0.7864
chr8	29200000	34200000	1	39320	0.7864
chr8	29300000	34300000	1	39320	0.7864
chr8	29400000	34400000	1	39320	0.7864
chr8	29500000	34500000	1	39320	0.7864
chr8	29600000	34600000	1	39320	0.7864
chr8	29700000	34700000	1	39320	0.7864
chr8	29800000	34800000	1	39320	0.7864
chr8	29900000	34900000	1	39320	0.7864
chr8	30000000	35000000	1	39320	0.7864
chr8	30100000	35100000	1	39320	0.7864
chr8	30200000	35200000	1	39320	0.7864
chr8	30300000	35300000	1	39320	0.7864
chr8	30400000	35400000	1	39320	0.7864
chr8	30500000	35500000	1	39320	0.7864
chr8	30600000	35600000	1	39320	0.7864
chr8	30700000	35700000	1	39320	0.7864
chr8	30800000	35800000	1	39133	0.7826599999999999
chr8	30900000	35900000	0	0	0.0
chr8	31000000	36000000	0	0	0.0
chr8	31100000	36100000	0	0	0.0
chr8	31200000	36200000	0	0	0.0
chr8	31300000	36300000	0	0	0.0
chr8	31400000	36400000	0	0	0.0
chr8	31500000	36500000	0	0	0.0
chr8	31600000	36600000	0	0	0.0
chr8	31700000	36700000	0	0	0.0
chr8	31800000	36800000	0	0	0.0
chr8	31900000	36900000	0	0	0.0
chr8	32000000	37000000	0	0	0.0
chr8	32100000	37100000	0	0	0.0
chr8	32200000	37200000	1	50683	1.01366
chr8	32300000	37300000	2	56182	1.12364
chr8	32400000	37400000	3	154830	3.0966
chr8	32500000	37500000	3	254830	5.0966
chr8	32600000	37600000	4	336563	6.73126
chr8	32700000	37700000	4	399678	7.9935599999999996
chr8	32800000	37800000	4	399678	7.9935599999999996
chr8	32900000	37900000	4	399678	7.9935599999999996
chr8	33000000	38000000	4	399678	7.9935599999999996
chr8	33100000	38100000	4	399678	7.9935599999999996
chr8	33200000	38200000	4	399678	7.9935599999999996
chr8	33300000	38300000	4	399678	7.9935599999999996
chr8	33400000	38400000	4	399678	7.9935599999999996
chr8	33500000	38500000	4	399678	7.9935599999999996
chr8	33600000	38600000	4	399678	7.9935599999999996
chr8	33700000	38700000	4	399678	7.9935599999999996
chr8	33800000	38800000	4	399678	7.9935599999999996
chr8	33900000	38900000	4	399678	7.9935599999999996
chr8	34000000	39000000	4	399678	7.9935599999999996
chr8	34100000	39100000	4	399678	7.9935599999999996
chr8	34200000	39200000	4	399678	7.9935599999999996
chr8	34300000	39300000	4	399678	7.9935599999999996
chr8	34400000	39400000	4	399678	7.9935599999999996
chr8	34500000	39500000	4	399678	7.9935599999999996
chr8	34600000	39600000	4	399678	7.9935599999999996
chr8	34700000	39700000	4	399678	7.9935599999999996
chr8	34800000	39800000	4	399678	7.9935599999999996
chr8	34900000	39900000	4	399678	7.9935599999999996
chr8	35000000	40000000	4	399678	7.9935599999999996
chr8	35100000	40100000	4	399678	7.9935599999999996
chr8	35200000	40200000	4	399678	7.9935599999999996
chr8	35300000	40300000	4	399678	7.9935599999999996
chr8	35400000	40400000	4	399678	7.9935599999999996
chr8	35500000	40500000	4	399678	7.9935599999999996
chr8	35600000	40600000	4	399678	7.9935599999999996
chr8	35700000	40700000	4	399678	7.9935599999999996
chr8	35800000	40800000	4	399678	7.9935599999999996
chr8	35900000	40900000	4	399678	7.9935599999999996
chr8	36000000	41000000	4	399678	7.9935599999999996
chr8	36100000	41100000	4	399678	7.9935599999999996
chr8	36200000	41200000	4	399678	7.9935599999999996
chr8	36300000	41300000	4	399678	7.9935599999999996
chr8	36400000	41400000	4	399678	7.9935599999999996
chr8	36500000	41500000	4	399678	7.9935599999999996
chr8	36600000	41600000	4	399678	7.9935599999999996
chr8	36700000	41700000	4	399678	7.9935599999999996
chr8	36800000	41800000	4	399678	7.9935599999999996
chr8	36900000	41900000	4	399678	7.9935599999999996
chr8	37000000	42000000	4	399678	7.9935599999999996
chr8	37100000	42100000	4	399678	7.9935599999999996
chr8	37200000	42200000	4	414339	8.28678
chr8	37300000	42300000	4	432954	8.65908
chr8	37400000	42400000	3	334306	6.68612
chr8	37500000	42500000	3	234306	4.68612
chr8	37600000	42600000	3	230132	4.60264
chr8	37700000	42700000	2	171870	3.4374000000000002
chr8	37800000	42800000	2	171870	3.4374000000000002
chr8	37900000	42900000	3	184454	3.68908
chr8	38000000	43000000	3	284454	5.68908
chr8	38100000	43100000	4	339459	6.78918
chr8	38200000	43200000	4	439459	8.78918
chr8	38300000	43300000	4	477468	9.54936
chr8	38400000	43400000	4	477468	9.54936
chr8	38500000	43500000	4	477468	9.54936
chr8	38600000	43600000	5	510242	10.204839999999999
chr8	38700000	43700000	5	544437	10.88874
chr8	38800000	43800000	6	599224	11.98448
chr8	38900000	43900000	6	599224	11.98448
chr8	39000000	44000000	6	599224	11.98448
chr8	39100000	44100000	6	599224	11.98448
chr8	39200000	44200000	6	599224	11.98448
chr8	39300000	44300000	6	599224	11.98448
chr8	39400000	44400000	6	599224	11.98448
chr8	39500000	44500000	6	599224	11.98448
chr8	39600000	44600000	6	599224	11.98448
chr8	39700000	44700000	6	599224	11.98448
chr8	39800000	44800000	6	599224	11.98448
chr8	39900000	44900000	6	599224	11.98448
chr8	40000000	45000000	6	599224	11.98448
chr8	40100000	45100000	6	599224	11.98448
chr8	40200000	45200000	6	599224	11.98448
chr8	40300000	45300000	6	599224	11.98448
chr8	40400000	45400000	6	599224	11.98448
chr8	40500000	45500000	6	599224	11.98448
chr8	40600000	45600000	6	599224	11.98448
chr8	40700000	45700000	6	599224	11.98448
chr8	40800000	45800000	6	599224	11.98448
chr8	40900000	45900000	6	599224	11.98448
chr8	41000000	46000000	6	599224	11.98448
chr8	41100000	46100000	6	599224	11.98448
chr8	41200000	46200000	7	655837	13.116739999999998
chr8	41300000	46300000	7	655837	13.116739999999998
chr8	41400000	46400000	7	655837	13.116739999999998
chr8	41500000	46500000	7	655837	13.116739999999998
chr8	41600000	46600000	7	655837	13.116739999999998
chr8	41700000	46700000	7	655837	13.116739999999998
chr8	41800000	46800000	8	691771	13.835420000000001
chr8	41900000	46900000	9	785137	15.70274
chr8	42000000	47000000	10	873674	17.47348
chr8	42100000	47100000	11	942357	18.84714
chr8	42200000	47200000	11	910591	18.21182
chr8	42300000	47300000	12	938490	18.7698
chr8	42400000	47400000	13	1005251	20.10502
chr8	42500000	47500000	14	1083145	21.6629
chr8	42600000	47600000	16	1099877	21.997539999999997
chr8	42700000	47700000	15	1136880	22.7376
chr8	42800000	47800000	15	1136880	22.7376
chr8	42900000	47900000	15	1124296	22.48592
chr8	43000000	48000000	15	1024296	20.48592
chr8	43100000	48100000	14	969291	19.385820000000002
chr8	43200000	48200000	14	869291	17.38582
chr8	43300000	48300000	13	831282	16.62564
chr8	43400000	48400000	13	831282	16.62564
chr8	43500000	48500000	13	831282	16.62564
chr8	43600000	48600000	13	798508	15.97016
chr8	43700000	48700000	12	764313	15.286259999999999
chr8	43800000	48800000	11	709526	14.190520000000001
chr8	43900000	48900000	11	709526	14.190520000000001
chr8	44000000	49000000	11	709526	14.190520000000001
chr8	44100000	49100000	11	709526	14.190520000000001
chr8	44200000	49200000	11	709526	14.190520000000001
chr8	44300000	49300000	11	709526	14.190520000000001
chr8	44400000	49400000	11	709526	14.190520000000001
chr8	44500000	49500000	11	709526	14.190520000000001
