Chromosome	Start	End	total_segdup_intervals	segdup_bp	percent_segdup
chr5	61750000	61850000	1	2077	2.077
chr5	61800000	61900000	0	0	0.0
chr5	61850000	61950000	2	4030	4.03
chr5	61900000	62000000	2	5832	5.832
chr5	61950000	62050000	3	12126	12.126000000000001
chr5	62000000	62100000	2	10324	10.324
chr5	62050000	62150000	0	0	0.0
chr5	62100000	62200000	0	0	0.0
chr5	62150000	62250000	0	0	0.0
chr5	62200000	62300000	1	1511	1.5110000000000001
chr5	62250000	62350000	2	3029	3.029
chr5	62300000	62400000	1	1518	1.518
chr5	62350000	62450000	2	3820	3.82
chr5	62400000	62500000	4	6465	6.465
chr5	62450000	62550000	3	26788	26.788
chr5	62500000	62600000	3	26388	26.388
chr5	62550000	62650000	2	3793	3.7929999999999997
chr5	62600000	62700000	2	2107	2.1069999999999998
chr5	62650000	62750000	2	15859	15.859000000000002
chr5	62700000	62800000	1	15300	15.299999999999999
chr5	62750000	62850000	2	3058	3.058
chr5	62800000	62900000	4	16858	16.858
chr5	62850000	62950000	2	15712	15.712000000000002
chr5	62900000	63000000	3	7750	7.75
chr5	62950000	63050000	3	7373	7.373
chr5	63000000	63100000	1	1535	1.5350000000000001
chr5	63050000	63150000	0	0	0.0
chr5	63100000	63200000	0	0	0.0
chr5	63150000	63250000	1	2149	2.149
chr5	63200000	63300000	2	4221	4.221
chr5	63250000	63350000	2	4275	4.275
chr5	63300000	63400000	1	2203	2.2030000000000003
chr5	63350000	63450000	1	3134	3.134
chr5	63400000	63500000	2	6447	6.447
chr5	63450000	63550000	2	25889	25.889
chr5	63500000	63600000	1	22576	22.576
chr5	63550000	63650000	1	9437	9.437
chr5	63600000	63700000	1	9437	9.437
chr5	63650000	63750000	0	0	0.0
chr5	63700000	63800000	1	1163	1.163
chr5	63750000	63850000	2	12147	12.147
chr5	63800000	63900000	1	10984	10.984
chr5	63850000	63950000	0	0	0.0
chr5	63900000	64000000	1	1385	1.385
chr5	63950000	64050000	2	2600	2.6
chr5	64000000	64100000	1	1215	1.2149999999999999
chr5	64050000	64150000	0	0	0.0
chr5	64100000	64200000	0	0	0.0
chr5	64150000	64250000	0	0	0.0
chr5	64200000	64300000	0	0	0.0
chr5	64250000	64350000	2	8342	8.341999999999999
chr5	64300000	64400000	2	8342	8.341999999999999
chr5	64350000	64450000	0	0	0.0
chr5	64400000	64500000	0	0	0.0
chr5	64450000	64550000	0	0	0.0
chr5	64500000	64600000	0	0	0.0
chr5	64550000	64650000	0	0	0.0
chr5	64600000	64700000	0	0	0.0
chr5	64650000	64750000	0	0	0.0
chr5	64700000	64800000	0	0	0.0
chr5	64750000	64850000	0	0	0.0
chr5	64800000	64900000	0	0	0.0
chr5	64850000	64950000	0	0	0.0
chr5	64900000	65000000	0	0	0.0
chr5	64950000	65050000	0	0	0.0
chr5	65000000	65100000	1	1536	1.536
chr5	65050000	65150000	1	1536	1.536
chr5	65100000	65200000	0	0	0.0
chr5	65150000	65250000	0	0	0.0
chr5	65200000	65300000	0	0	0.0
chr5	65250000	65350000	0	0	0.0
chr5	65300000	65400000	0	0	0.0
chr5	65350000	65450000	0	0	0.0
chr5	65400000	65500000	1	1758	1.7579999999999998
chr5	65450000	65550000	2	7983	7.983
chr5	65500000	65600000	1	6225	6.225
chr5	65550000	65650000	0	0	0.0
chr5	65600000	65700000	0	0	0.0
chr5	65650000	65750000	0	0	0.0
chr5	65700000	65800000	0	0	0.0
chr5	65750000	65850000	0	0	0.0
chr5	65800000	65900000	1	4655	4.655
chr5	65850000	65950000	1	4655	4.655
chr5	65900000	66000000	0	0	0.0
chr5	65950000	66050000	0	0	0.0
chr5	66000000	66100000	0	0	0.0
chr5	66050000	66150000	0	0	0.0
chr5	66100000	66200000	0	0	0.0
chr5	66150000	66250000	0	0	0.0
chr5	66200000	66300000	1	1483	1.4829999999999999
chr5	66250000	66350000	2	4233	4.233
chr5	66300000	66400000	1	2750	2.75
chr5	66350000	66450000	0	0	0.0
chr5	66400000	66500000	0	0	0.0
chr5	66450000	66550000	0	0	0.0
chr5	66500000	66600000	0	0	0.0
chr5	66550000	66650000	0	0	0.0
chr5	66600000	66700000	1	444	0.44400000000000006
chr5	66650000	66750000	1	444	0.44400000000000006
chr5	66700000	66800000	1	1885	1.8849999999999998
chr5	66750000	66850000	1	1885	1.8849999999999998
chr5	66800000	66900000	2	4674	4.6739999999999995
chr5	66850000	66950000	2	4674	4.6739999999999995
chr5	66900000	67000000	1	16950	16.950000000000003
chr5	66950000	67050000	1	16950	16.950000000000003
chr5	67000000	67100000	1	791	0.791
chr5	67050000	67150000	1	791	0.791
chr5	67100000	67200000	1	4682	4.682
chr5	67150000	67250000	2	7413	7.413
chr5	67200000	67300000	1	2731	2.731
chr5	67250000	67350000	0	0	0.0
chr5	67300000	67400000	1	2590	2.59
chr5	67350000	67450000	1	2590	2.59
chr5	67400000	67500000	0	0	0.0
chr5	67450000	67550000	0	0	0.0
chr5	67500000	67600000	0	0	0.0
chr5	67550000	67650000	0	0	0.0
chr5	67600000	67700000	0	0	0.0
chr5	67650000	67750000	1	1268	1.268
chr5	67700000	67800000	1	1268	1.268
chr5	67750000	67850000	0	0	0.0
chr5	67800000	67900000	0	0	0.0
chr5	67850000	67950000	0	0	0.0
chr5	67900000	68000000	0	0	0.0
chr5	67950000	68050000	0	0	0.0
chr5	68000000	68100000	0	0	0.0
chr5	68050000	68150000	0	0	0.0
chr5	68100000	68200000	0	0	0.0
chr5	68150000	68250000	0	0	0.0
chr5	68200000	68300000	0	0	0.0
chr5	68250000	68350000	0	0	0.0
chr5	68300000	68400000	0	0	0.0
chr5	68350000	68450000	0	0	0.0
chr5	68400000	68500000	0	0	0.0
chr5	68450000	68550000	0	0	0.0
chr5	68500000	68600000	0	0	0.0
chr5	68550000	68650000	0	0	0.0
chr5	68600000	68700000	0	0	0.0
chr5	68650000	68750000	1	1384	1.384
chr5	68700000	68800000	3	3340	3.34
chr5	68750000	68850000	2	1956	1.9560000000000002
chr5	68800000	68900000	0	0	0.0
chr5	68850000	68950000	0	0	0.0
chr5	68900000	69000000	0	0	0.0
chr5	68950000	69050000	0	0	0.0
chr5	69000000	69100000	0	0	0.0
chr5	69050000	69150000	0	0	0.0
chr5	69100000	69200000	0	0	0.0
chr5	69150000	69250000	0	0	0.0
chr5	69200000	69300000	0	0	0.0
chr5	69250000	69350000	0	0	0.0
chr5	69300000	69400000	0	0	0.0
chr5	69350000	69450000	0	0	0.0
chr5	69400000	69500000	0	0	0.0
chr5	69450000	69550000	0	0	0.0
chr5	69500000	69600000	1	2877	2.8770000000000002
chr5	69550000	69650000	1	2877	2.8770000000000002
chr5	69600000	69700000	0	0	0.0
chr5	69650000	69750000	0	0	0.0
chr5	69700000	69800000	0	0	0.0
chr5	69750000	69850000	0	0	0.0
chr5	69800000	69900000	1	1144	1.1440000000000001
chr5	69850000	69950000	2	7988	7.988
chr5	69900000	70000000	1	6844	6.844
chr5	69950000	70050000	1	538	0.538
chr5	70000000	70100000	1	538	0.538
chr5	70050000	70150000	0	0	0.0
chr5	70100000	70200000	1	2818	2.818
chr5	70150000	70250000	1	2818	2.818
chr5	70200000	70300000	0	0	0.0
chr5	70250000	70350000	0	0	0.0
chr5	70300000	70400000	0	0	0.0
chr5	70350000	70450000	0	0	0.0
chr5	70400000	70500000	1	2433	2.4330000000000003
chr5	70450000	70550000	1	2433	2.4330000000000003
chr5	70500000	70600000	0	0	0.0
chr5	70550000	70650000	0	0	0.0
chr5	70600000	70700000	0	0	0.0
chr5	70650000	70750000	1	4755	4.755
chr5	70700000	70800000	3	8876	8.876000000000001
chr5	70750000	70850000	2	4121	4.1209999999999996
chr5	70800000	70900000	0	0	0.0
chr5	70850000	70950000	0	0	0.0
chr5	70900000	71000000	2	9542	9.542
chr5	70950000	71050000	3	12891	12.891
chr5	71000000	71100000	2	4648	4.648
chr5	71050000	71150000	3	49241	49.241
chr5	71100000	71200000	2	47942	47.942
chr5	71150000	71250000	0	0	0.0
chr5	71200000	71300000	0	0	0.0
chr5	71250000	71350000	1	1392	1.392
chr5	71300000	71400000	1	1392	1.392
chr5	71350000	71450000	3	13355	13.355
chr5	71400000	71500000	3	13809	13.809
chr5	71450000	71550000	1	454	0.45399999999999996
chr5	71500000	71600000	2	9630	9.629999999999999
chr5	71550000	71650000	2	9630	9.629999999999999
chr5	71600000	71700000	0	0	0.0
chr5	71650000	71750000	0	0	0.0
chr5	71700000	71800000	1	2955	2.955
chr5	71750000	71850000	1	2955	2.955
chr5	71800000	71900000	0	0	0.0
chr5	71850000	71950000	0	0	0.0
chr5	71900000	72000000	1	737	0.737
chr5	71950000	72050000	1	737	0.737
chr5	72000000	72100000	0	0	0.0
chr5	72050000	72150000	1	433	0.43299999999999994
chr5	72100000	72200000	1	433	0.43299999999999994
chr5	72150000	72250000	1	890	0.89
chr5	72200000	72300000	1	890	0.89
chr5	72250000	72350000	0	0	0.0
chr5	72300000	72400000	0	0	0.0
chr5	72350000	72450000	0	0	0.0
chr5	72400000	72500000	0	0	0.0
chr5	72450000	72550000	2	10917	10.917
chr5	72500000	72600000	4	12565	12.565000000000001
chr5	72550000	72650000	2	1648	1.6480000000000001
chr5	72600000	72700000	1	972	0.972
chr5	72650000	72750000	2	4270	4.2700000000000005
chr5	72700000	72800000	1	3298	3.298
chr5	72750000	72850000	0	0	0.0
chr5	72800000	72900000	0	0	0.0
chr5	72850000	72950000	1	2426	2.426
chr5	72900000	73000000	2	3827	3.827
chr5	72950000	73050000	2	2623	2.6229999999999998
chr5	73000000	73100000	1	1222	1.222
chr5	73050000	73150000	1	1602	1.6019999999999999
chr5	73100000	73200000	1	1602	1.6019999999999999
chr5	73150000	73250000	0	0	0.0
chr5	73200000	73300000	0	0	0.0
chr5	73250000	73350000	0	0	0.0
chr5	73300000	73400000	0	0	0.0
chr5	73350000	73450000	1	1117	1.117
chr5	73400000	73500000	1	1117	1.117
chr5	73450000	73550000	0	0	0.0
chr5	73500000	73600000	1	5107	5.106999999999999
chr5	73550000	73650000	1	5107	5.106999999999999
chr5	73600000	73700000	0	0	0.0
chr5	73650000	73750000	0	0	0.0
chr5	73700000	73800000	0	0	0.0
chr5	73750000	73850000	0	0	0.0
chr5	73800000	73900000	0	0	0.0
chr5	73850000	73950000	0	0	0.0
chr5	73900000	74000000	0	0	0.0
chr5	73950000	74050000	0	0	0.0
chr5	74000000	74100000	0	0	0.0
chr5	74050000	74150000	0	0	0.0
chr5	74100000	74200000	0	0	0.0
chr5	74150000	74250000	0	0	0.0
chr5	74200000	74300000	0	0	0.0
chr5	74250000	74350000	0	0	0.0
chr5	74300000	74400000	0	0	0.0
chr5	74350000	74450000	0	0	0.0
chr5	74400000	74500000	0	0	0.0
chr5	74450000	74550000	0	0	0.0
chr5	74500000	74600000	0	0	0.0
chr5	74550000	74650000	0	0	0.0
chr5	74600000	74700000	0	0	0.0
chr5	74650000	74750000	0	0	0.0
chr5	74700000	74800000	0	0	0.0
chr5	74750000	74850000	0	0	0.0
chr5	74800000	74900000	0	0	0.0
chr5	74850000	74950000	0	0	0.0
chr5	74900000	75000000	0	0	0.0
chr5	74950000	75050000	0	0	0.0
chr5	75000000	75100000	1	16649	16.649
chr5	75050000	75150000	1	16649	16.649
chr5	75100000	75200000	0	0	0.0
chr5	75150000	75250000	0	0	0.0
chr5	75200000	75300000	0	0	0.0
chr5	75250000	75350000	0	0	0.0
chr5	75300000	75400000	0	0	0.0
chr5	75350000	75450000	0	0	0.0
chr5	75400000	75500000	1	2967	2.9669999999999996
chr5	75450000	75550000	1	2967	2.9669999999999996
chr5	75500000	75600000	0	0	0.0
chr5	75550000	75650000	0	0	0.0
chr5	75600000	75700000	0	0	0.0
chr5	75650000	75750000	0	0	0.0
chr5	75700000	75800000	1	2289	2.289
chr5	75750000	75850000	1	2289	2.289
chr5	75800000	75900000	0	0	0.0
chr5	75850000	75950000	0	0	0.0
chr5	75900000	76000000	2	11485	11.485
chr5	75950000	76050000	3	14210	14.21
chr5	76000000	76100000	2	5702	5.702
chr5	76050000	76150000	1	2977	2.9770000000000003
chr5	76100000	76200000	0	0	0.0
chr5	76150000	76250000	0	0	0.0
chr5	76200000	76300000	0	0	0.0
chr5	76250000	76350000	0	0	0.0
chr5	76300000	76400000	0	0	0.0
chr5	76350000	76450000	0	0	0.0
chr5	76400000	76500000	0	0	0.0
chr5	76450000	76550000	1	14506	14.506
chr5	76500000	76600000	2	31363	31.363000000000003
chr5	76550000	76650000	1	16857	16.857
chr5	76600000	76700000	1	6202	6.202
chr5	76650000	76750000	1	6202	6.202
chr5	76700000	76800000	1	901	0.901
chr5	76750000	76850000	2	10364	10.363999999999999
chr5	76800000	76900000	2	17341	17.341
chr5	76850000	76950000	3	9952	9.952
chr5	76900000	77000000	1	2074	2.0740000000000003
chr5	76950000	77050000	0	0	0.0
chr5	77000000	77100000	1	1759	1.7590000000000001
chr5	77050000	77150000	1	1759	1.7590000000000001
chr5	77100000	77200000	1	2264	2.2640000000000002
chr5	77150000	77250000	2	3187	3.1870000000000003
chr5	77200000	77300000	2	1699	1.699
chr5	77250000	77350000	1	776	0.776
chr5	77300000	77400000	1	1759	1.7590000000000001
chr5	77350000	77450000	2	3315	3.315
chr5	77400000	77500000	1	1556	1.5559999999999998
chr5	77450000	77550000	1	1415	1.415
chr5	77500000	77600000	1	1415	1.415
chr5	77550000	77650000	0	0	0.0
chr5	77600000	77700000	0	0	0.0
chr5	77650000	77750000	0	0	0.0
chr5	77700000	77800000	2	2868	2.868
chr5	77750000	77850000	4	7489	7.489
chr5	77800000	77900000	2	4621	4.621
chr5	77850000	77950000	0	0	0.0
chr5	77900000	78000000	1	2202	2.202
chr5	77950000	78050000	2	3194	3.1940000000000004
chr5	78000000	78100000	3	23224	23.224
chr5	78050000	78150000	3	24742	24.742
chr5	78100000	78200000	1	2510	2.5100000000000002
chr5	78150000	78250000	0	0	0.0
chr5	78200000	78300000	0	0	0.0
chr5	78250000	78350000	0	0	0.0
chr5	78300000	78400000	1	3049	3.049
chr5	78350000	78450000	3	20122	20.122
chr5	78400000	78500000	2	17073	17.073
chr5	78450000	78550000	0	0	0.0
chr5	78500000	78600000	1	1840	1.8399999999999999
chr5	78550000	78650000	1	1840	1.8399999999999999
chr5	78600000	78700000	0	0	0.0
chr5	78650000	78750000	0	0	0.0
chr5	78700000	78800000	0	0	0.0
chr5	78750000	78850000	0	0	0.0
chr5	78800000	78900000	4	3302	3.302
chr5	78850000	78950000	4	3302	3.302
chr5	78900000	79000000	0	0	0.0
chr5	78950000	79050000	0	0	0.0
chr5	79000000	79100000	2	3455	3.4549999999999996
chr5	79050000	79150000	2	3455	3.4549999999999996
chr5	79100000	79200000	0	0	0.0
chr5	79150000	79250000	0	0	0.0
chr5	79200000	79300000	1	3793	3.7929999999999997
chr5	79250000	79350000	1	3793	3.7929999999999997
chr5	79300000	79400000	0	0	0.0
chr5	79350000	79450000	1	2765	2.765
chr5	79400000	79500000	1	2765	2.765
chr5	79450000	79550000	0	0	0.0
chr5	79500000	79600000	1	3114	3.114
chr5	79550000	79650000	1	3114	3.114
chr5	79600000	79700000	0	0	0.0
chr5	79650000	79750000	0	0	0.0
chr5	79700000	79800000	0	0	0.0
chr5	79750000	79850000	0	0	0.0
chr5	79800000	79900000	0	0	0.0
chr5	79850000	79950000	0	0	0.0
chr5	79900000	80000000	1	9267	9.267
chr5	79950000	80050000	1	9267	9.267
chr5	80000000	80100000	1	6231	6.231
chr5	80050000	80150000	2	8257	8.257
chr5	80100000	80200000	1	2026	2.026
chr5	80150000	80250000	1	8311	8.311
chr5	80200000	80300000	1	8311	8.311
chr5	80250000	80350000	1	1013	1.013
chr5	80300000	80400000	2	4015	4.015
chr5	80350000	80450000	1	3002	3.0020000000000002
chr5	80400000	80500000	0	0	0.0
chr5	80450000	80550000	0	0	0.0
chr5	80500000	80600000	0	0	0.0
chr5	80550000	80650000	1	1182	1.1820000000000002
chr5	80600000	80700000	1	1182	1.1820000000000002
chr5	80650000	80750000	0	0	0.0
chr5	80700000	80800000	1	4156	4.156
chr5	80750000	80850000	2	8575	8.575000000000001
chr5	80800000	80900000	1	4419	4.419
chr5	80850000	80950000	0	0	0.0
chr5	80900000	81000000	1	484	0.484
chr5	80950000	81050000	2	1049	1.049
chr5	81000000	81100000	1	565	0.565
chr5	81050000	81150000	0	0	0.0
chr5	81100000	81200000	0	0	0.0
chr5	81150000	81250000	0	0	0.0
chr5	81200000	81300000	0	0	0.0
chr5	81250000	81350000	0	0	0.0
chr5	81300000	81400000	1	4346	4.346
chr5	81350000	81450000	1	4346	4.346
chr5	81400000	81500000	0	0	0.0
chr5	81450000	81550000	0	0	0.0
chr5	81500000	81600000	0	0	0.0
chr5	81550000	81650000	0	0	0.0
chr5	81600000	81700000	0	0	0.0
chr5	81650000	81750000	1	4500	4.5
chr5	81700000	81800000	1	54500	54.50000000000001
chr5	81750000	81850000	1	66912	66.912
chr5	81800000	81900000	2	18132	18.132
chr5	81850000	81950000	1	1220	1.22
chr5	81900000	82000000	0	0	0.0
chr5	81950000	82050000	0	0	0.0
chr5	82000000	82100000	0	0	0.0
chr5	82050000	82150000	0	0	0.0
chr5	82100000	82200000	0	0	0.0
chr5	82150000	82250000	0	0	0.0
chr5	82200000	82300000	0	0	0.0
chr5	82250000	82350000	0	0	0.0
chr5	82300000	82400000	0	0	0.0
chr5	82350000	82450000	0	0	0.0
chr5	82400000	82500000	0	0	0.0
chr5	82450000	82550000	0	0	0.0
chr5	82500000	82600000	0	0	0.0
chr5	82550000	82650000	1	41101	41.101
chr5	82600000	82700000	2	62739	62.739
chr5	82650000	82750000	3	30360	30.36
chr5	82700000	82800000	4	17394	17.394000000000002
chr5	82750000	82850000	4	10071	10.071
chr5	82800000	82900000	2	2220	2.22
chr5	82850000	82950000	2	6181	6.181
chr5	82900000	83000000	4	10912	10.911999999999999
chr5	82950000	83050000	3	5552	5.552
chr5	83000000	83100000	0	0	0.0
chr5	83050000	83150000	0	0	0.0
chr5	83100000	83200000	0	0	0.0
chr5	83150000	83250000	0	0	0.0
chr5	83200000	83300000	0	0	0.0
chr5	83250000	83350000	0	0	0.0
chr5	83300000	83400000	0	0	0.0
chr5	83350000	83450000	0	0	0.0
chr5	83400000	83500000	0	0	0.0
chr5	83450000	83550000	0	0	0.0
chr5	83500000	83600000	0	0	0.0
chr5	83550000	83650000	0	0	0.0
chr5	83600000	83700000	2	4403	4.403
chr5	83650000	83750000	2	4403	4.403
chr5	83700000	83800000	0	0	0.0
chr5	83750000	83850000	1	1914	1.9140000000000001
chr5	83800000	83900000	1	1914	1.9140000000000001
chr5	83850000	83950000	0	0	0.0
chr5	83900000	84000000	0	0	0.0
chr5	83950000	84050000	1	4967	4.967
chr5	84000000	84100000	2	6142	6.142
chr5	84050000	84150000	1	1175	1.175
chr5	84100000	84200000	0	0	0.0
chr5	84150000	84250000	0	0	0.0
chr5	84200000	84300000	0	0	0.0
chr5	84250000	84350000	1	1940	1.94
chr5	84300000	84400000	3	5069	5.069
chr5	84350000	84450000	2	3129	3.129
chr5	84400000	84500000	1	2223	2.223
chr5	84450000	84550000	1	2223	2.223
chr5	84500000	84600000	0	0	0.0
chr5	84550000	84650000	0	0	0.0
chr5	84600000	84700000	0	0	0.0
chr5	84650000	84750000	0	0	0.0
chr5	84700000	84800000	0	0	0.0
chr5	84750000	84850000	0	0	0.0
chr5	84800000	84900000	1	1389	1.389
chr5	84850000	84950000	3	6172	6.172
chr5	84900000	85000000	3	5543	5.543
chr5	84950000	85050000	1	760	0.76
chr5	85000000	85100000	0	0	0.0
chr5	85050000	85150000	0	0	0.0
chr5	85100000	85200000	2	4322	4.322
chr5	85150000	85250000	3	11700	11.700000000000001
chr5	85200000	85300000	2	11075	11.075
chr5	85250000	85350000	1	3697	3.697
chr5	85300000	85400000	0	0	0.0
chr5	85350000	85450000	0	0	0.0
chr5	85400000	85500000	1	1192	1.192
chr5	85450000	85550000	1	1192	1.192
chr5	85500000	85600000	0	0	0.0
chr5	85550000	85650000	0	0	0.0
chr5	85600000	85700000	0	0	0.0
chr5	85650000	85750000	0	0	0.0
chr5	85700000	85800000	0	0	0.0
chr5	85750000	85850000	0	0	0.0
chr5	85800000	85900000	1	2679	2.6790000000000003
chr5	85850000	85950000	1	2679	2.6790000000000003
chr5	85900000	86000000	0	0	0.0
chr5	85950000	86050000	0	0	0.0
chr5	86000000	86100000	0	0	0.0
chr5	86050000	86150000	1	2782	2.782
chr5	86100000	86200000	2	4330	4.33
chr5	86150000	86250000	1	1548	1.548
chr5	86200000	86300000	0	0	0.0
chr5	86250000	86350000	1	2128	2.128
chr5	86300000	86400000	1	4823	4.823
chr5	86350000	86450000	1	2695	2.6950000000000003
chr5	86400000	86500000	0	0	0.0
chr5	86450000	86550000	0	0	0.0
chr5	86500000	86600000	0	0	0.0
chr5	86550000	86650000	0	0	0.0
chr5	86600000	86700000	1	1407	1.407
chr5	86650000	86750000	2	2784	2.784
chr5	86700000	86800000	1	1377	1.377
chr5	86750000	86850000	0	0	0.0
chr5	86800000	86900000	0	0	0.0
chr5	86850000	86950000	1	3435	3.435
chr5	86900000	87000000	1	3435	3.435
chr5	86950000	87050000	0	0	0.0
chr5	87000000	87100000	0	0	0.0
chr5	87050000	87150000	0	0	0.0
chr5	87100000	87200000	0	0	0.0
chr5	87150000	87250000	0	0	0.0
chr5	87200000	87300000	0	0	0.0
chr5	87250000	87350000	0	0	0.0
chr5	87300000	87400000	0	0	0.0
chr5	87350000	87450000	0	0	0.0
chr5	87400000	87500000	0	0	0.0
chr5	87450000	87550000	0	0	0.0
chr5	87500000	87600000	0	0	0.0
chr5	87550000	87650000	0	0	0.0
chr5	87600000	87700000	0	0	0.0
chr5	87650000	87750000	0	0	0.0
chr5	87700000	87800000	0	0	0.0
chr5	87750000	87850000	2	2094	2.094
chr5	87800000	87900000	2	2094	2.094
chr5	87850000	87950000	1	997	0.997
chr5	87900000	88000000	1	2125	2.125
chr5	87950000	88050000	1	1128	1.1280000000000001
chr5	88000000	88100000	0	0	0.0
chr5	88050000	88150000	0	0	0.0
chr5	88100000	88200000	0	0	0.0
chr5	88150000	88250000	1	413	0.413
chr5	88200000	88300000	3	5633	5.633
chr5	88250000	88350000	2	5220	5.220000000000001
chr5	88300000	88400000	0	0	0.0
chr5	88350000	88450000	1	364	0.364
chr5	88400000	88500000	2	1294	1.294
chr5	88450000	88550000	2	2420	2.42
chr5	88500000	88600000	3	10706	10.706
chr5	88550000	88650000	2	9216	9.216000000000001
chr5	88600000	88700000	1	3723	3.723
chr5	88650000	88750000	1	3723	3.723
chr5	88700000	88800000	1	2036	2.036
chr5	88750000	88850000	2	5281	5.281000000000001
chr5	88800000	88900000	3	4940	4.9399999999999995
chr5	88850000	88950000	2	1695	1.695
chr5	88900000	89000000	0	0	0.0
chr5	88950000	89050000	0	0	0.0
chr5	89000000	89100000	0	0	0.0
chr5	89050000	89150000	0	0	0.0
chr5	89100000	89200000	1	8870	8.870000000000001
chr5	89150000	89250000	1	8870	8.870000000000001
chr5	89200000	89300000	0	0	0.0
chr5	89250000	89350000	1	2194	2.194
chr5	89300000	89400000	1	2194	2.194
chr5	89350000	89450000	0	0	0.0
chr5	89400000	89500000	1	1417	1.417
chr5	89450000	89550000	1	1417	1.417
chr5	89500000	89600000	0	0	0.0
chr5	89550000	89650000	0	0	0.0
chr5	89600000	89700000	0	0	0.0
chr5	89650000	89750000	0	0	0.0
chr5	89700000	89800000	0	0	0.0
chr5	89750000	89850000	0	0	0.0
chr5	89800000	89900000	0	0	0.0
chr5	89850000	89950000	0	0	0.0
chr5	89900000	90000000	0	0	0.0
chr5	89950000	90050000	1	1482	1.482
chr5	90000000	90100000	2	3147	3.147
chr5	90050000	90150000	1	1665	1.6650000000000003
chr5	90100000	90200000	0	0	0.0
chr5	90150000	90250000	0	0	0.0
chr5	90200000	90300000	0	0	0.0
chr5	90250000	90350000	0	0	0.0
chr5	90300000	90400000	0	0	0.0
chr5	90350000	90450000	0	0	0.0
chr5	90400000	90500000	0	0	0.0
chr5	90450000	90550000	0	0	0.0
chr5	90500000	90600000	0	0	0.0
chr5	90550000	90650000	0	0	0.0
chr5	90600000	90700000	0	0	0.0
chr5	90650000	90750000	0	0	0.0
chr5	90700000	90800000	0	0	0.0
chr5	90750000	90850000	2	17987	17.987000000000002
chr5	90800000	90900000	4	28138	28.138
chr5	90850000	90950000	4	19985	19.985
chr5	90900000	91000000	5	20583	20.583000000000002
chr5	90950000	91050000	2	10749	10.749
chr5	91000000	91100000	0	0	0.0
chr5	91050000	91150000	1	439	0.439
chr5	91100000	91200000	1	439	0.439
chr5	91150000	91250000	0	0	0.0
chr5	91200000	91300000	0	0	0.0
chr5	91250000	91350000	0	0	0.0
chr5	91300000	91400000	0	0	0.0
chr5	91350000	91450000	1	2794	2.794
chr5	91400000	91500000	2	5631	5.631
chr5	91450000	91550000	2	4218	4.218
chr5	91500000	91600000	2	3060	3.06
chr5	91550000	91650000	2	4049	4.0489999999999995
chr5	91600000	91700000	2	2370	2.37
chr5	91650000	91750000	0	0	0.0
chr5	91700000	91800000	0	0	0.0
chr5	91750000	91850000	0	0	0.0
chr5	91800000	91900000	1	1835	1.8350000000000002
chr5	91850000	91950000	2	3868	3.868
chr5	91900000	92000000	1	2033	2.033
chr5	91950000	92050000	0	0	0.0
chr5	92000000	92100000	0	0	0.0
chr5	92050000	92150000	0	0	0.0
chr5	92100000	92200000	0	0	0.0
chr5	92150000	92250000	0	0	0.0
chr5	92200000	92300000	0	0	0.0
chr5	92250000	92350000	1	916	0.9159999999999999
chr5	92300000	92400000	1	916	0.9159999999999999
chr5	92350000	92450000	0	0	0.0
chr5	92400000	92500000	0	0	0.0
chr5	92450000	92550000	0	0	0.0
chr5	92500000	92600000	0	0	0.0
chr5	92550000	92650000	0	0	0.0
chr5	92600000	92700000	2	1536	1.536
chr5	92650000	92750000	2	1536	1.536
chr5	92700000	92800000	0	0	0.0
chr5	92750000	92850000	0	0	0.0
chr5	92800000	92900000	0	0	0.0
chr5	92850000	92950000	0	0	0.0
chr5	92900000	93000000	0	0	0.0
chr5	92950000	93050000	0	0	0.0
chr5	93000000	93100000	0	0	0.0
chr5	93050000	93150000	0	0	0.0
chr5	93100000	93200000	2	2748	2.748
chr5	93150000	93250000	2	2748	2.748
chr5	93200000	93300000	0	0	0.0
chr5	93250000	93350000	0	0	0.0
chr5	93300000	93400000	1	2553	2.553
chr5	93350000	93450000	1	2553	2.553
chr5	93400000	93500000	0	0	0.0
chr5	93450000	93550000	0	0	0.0
chr5	93500000	93600000	0	0	0.0
chr5	93550000	93650000	1	3542	3.542
chr5	93600000	93700000	1	3542	3.542
chr5	93650000	93750000	0	0	0.0
chr5	93700000	93800000	0	0	0.0
chr5	93750000	93850000	0	0	0.0
chr5	93800000	93900000	1	895	0.895
chr5	93850000	93950000	2	6519	6.519
chr5	93900000	94000000	1	5624	5.624
chr5	93950000	94050000	0	0	0.0
chr5	94000000	94100000	0	0	0.0
chr5	94050000	94150000	0	0	0.0
chr5	94100000	94200000	0	0	0.0
chr5	94150000	94250000	0	0	0.0
chr5	94200000	94300000	0	0	0.0
chr5	94250000	94350000	0	0	0.0
chr5	94300000	94400000	1	1369	1.369
chr5	94350000	94450000	1	1369	1.369
chr5	94400000	94500000	0	0	0.0
chr5	94450000	94550000	3	4669	4.6690000000000005
chr5	94500000	94600000	5	22909	22.909
chr5	94550000	94650000	2	35369	35.369
chr5	94600000	94700000	2	19055	19.055
chr5	94650000	94750000	1	1926	1.926
chr5	94700000	94800000	0	0	0.0
chr5	94750000	94850000	1	2526	2.5260000000000002
chr5	94800000	94900000	1	2526	2.5260000000000002
