gene	tier	chrom	region_start	region_end	region_length	bases_covered	mean_depth	median_depth	sum_depth	min_depth	max_depth	std_depth	pct_zero	base_gene	num_copies	gene_length	Strand	source	is_paralog
CUNHXORF56	T3	chrX	52026721	52056507	29786	29786	13.410360572080844	14	399441.0	7	17	1.9875997333911184	0.0	CUNHXORF56	1.0	19786.0	+	Liftoff	False
LOC111813898	T3	chrX	52044810	52054915	10105	10105	13.910143493320138	14	140562.0	8	16	1.3981825444850147	0.0	LOC111813898	1.0	105.0	-	Liftoff	False
RPS25-DL14	T1	chrX	52088006	52098384	10378	10378	15.737425322798227	14	163323.0	9	22	3.098677193147638	0.0	RPS25	16.0	378.0	-	AUGUSTUS	True
SLC25A5	T3	chrX	52106140	52119259	13119	13119	15.994969128744568	15	209838.0	7	20	1.8853418544822598	0.0	SLC25A5	6.0	3119.0	-	Liftoff	False
SLC25A43	T3	chrX	52126784	52178019	51235	51235	14.18942129403728	14	726995.0	7	19	1.80689000631008	0.0	SLC25A43	1.0	41235.0	-	Liftoff	False
25593at314147	BUSCO	chrX	52128176	52177917	49741	49741	14.147845841458757	14	703728.0	7	19	1.8126429952454446	0.0						
AKAP17B	T3	chrX	52291049	52363356	72307	72307	17.854578394899526	17	1291011.0	6	32	5.829061126115668	0.0	AKAP17B	1.0	62307.0	+	Liftoff	False
9115at314147	BUSCO	chrX	52341253	52360684	19431	19431	16.506716072255674	16	320742.0	8	23	3.711640986109295	0.0						
PGRMC1	T3	chrX	52355611	52373256	17645	17645	17.195692830830264	16	303418.0	10	23	3.3653449695755167	0.0	PGRMC1	1.0	7645.0	-	Liftoff	False
38099at314147	BUSCO	chrX	52356868	52373147	16279	16279	17.03151299219854	16	277256.0	10	23	3.421662289886831	0.0						
LOC111813894	T4	chrX	52483776	52493939	10163	10163	19.982682278854668	19	203084.0	12	28	3.9337842185577045	0.0	LOC111813894	1.0	163.0	+	Liftoff	False
LOC111813890	T4	chrX	52501976	52515307	13331	13331	18.79476408371465	19	250553.0	11	23	1.457740534623649	0.0	LOC111813890	1.0	3331.0	+	Liftoff	False
KIAA1210	T4	chrX	52505321	52605271	99950	99950	17.43688844422211	18	1742817.0	7	26	3.800531007771427	0.0	KIAA1210	1.0	89950.0	+	Liftoff	False
LOC111813897	T4	chrX	52604342	52614467	10125	10125	20.266074074074073	21	205194.0	14	23	1.7067823006094194	0.0	LOC111813897	1.0	125.0	+	Liftoff	False
LOC101590703	T3	chrX	52611502	52628176	16674	16674	13.77449922034305	13	229676.0	7	22	3.5138659952034588	0.0	LOC101590703	1.0	6674.0	+	Liftoff	False
LONRF3	T4	chrX	52680149	52728037	47888	47888	23.205688272636152	23	1111274.0	16	30	2.943347937112345	0.0	LONRF3	1.0	37888.0	-	Liftoff	False
10402at314147	BUSCO	chrX	52686702	52727867	41165	41165	22.729211708976074	22	935648.0	16	28	2.6625533614418573	0.0						
AK6-L1	T2	chrX	52769695	52780465	10770	10770	15.855896007428042	16	170768.0	10	18	1.3141735244342132	0.0	AK6	2.0	770.0	+	Liftoff	True
LOC111813889	T4	chrX	52791444	52862737	71293	71293	22.465487495266014	21	1601632.0	8	33	6.281036813254362	0.0	LOC111813889	1.0	61293.0	-	Liftoff	False
ZCCHC12	T3	chrX	52863580	52876660	13080	13080	19.68761467889908	19	257514.0	11	29	3.9775708473151674	0.0	ZCCHC12	1.0	3080.0	-	Liftoff	False
IL13RA1	T3	chrX	52923781	52994982	71201	71201	20.603249954354574	20	1466972.0	9	28	3.9487866416961497	0.0	IL13RA1	2.0	61201.0	-	Liftoff	False
DOCK11	T3	chrX	53016473	53248177	231704	231704	21.200747505437974	20	4912298.0	8	36	5.331447866560093	0.0	DOCK11	1.0	221704.0	-	Liftoff	False
LOC111813901	T4	chrX	53159332	53169439	10107	10107	19.489363807262293	20	196979.0	14	24	1.4985104113689676	0.0	LOC111813901	1.0	107.0	+	Liftoff	False
WDR44	T3	chrX	53361321	53481051	119730	119730	21.667994654639607	21	2594309.0	9	34	4.660307071657724	0.0	WDR44	1.0	109730.0	-	Liftoff	False
6729at314147	BUSCO	chrX	53362257	53480679	118422	118422	21.660873824120518	21	2565124.0	9	34	4.684731042775167	0.0						
LOC111813892	T4	chrX	53471288	53500995	29707	29707	20.38495977379069	21	605576.0	11	27	3.758351972271615	0.0	LOC111813892	1.0	19707.0	+	Liftoff	False
LOC111813965	T4	chrX	53565229	53575362	10133	10133	17.65419915128787	17	178890.0	10	24	3.334893586016152	0.0	LOC111813965	1.0	133.0	+	Liftoff	False
LOC111813891	T4	chrX	53640038	53650092	10054	10054	15.573005768848219	16	156571.0	10	20	2.723771128253509	0.0	LOC111813891	1.0	54.0	-	Liftoff	False
KLHL13	T3	chrX	53893741	54161144	267403	267403	21.437687684880125	21	5732502.0	8	44	5.693946715553077	0.0	KLHL13	1.0	257403.0	+	Liftoff	False
H2AB1-L1	T1	chrX	54556258	54566612	10354	10354	28.354548966582964	28	293583.0	15	32	1.4527338545916426	0.0	H2AB1	7.0	354.0	-	Liftoff	True
LOC101575449	T3	chrX	55039583	55049919	10336	10336	22.095975232198143	22	228384.0	17	28	2.5800795388187407	0.0	LOC101575449	1.0	336.0	+	Liftoff	False
LOC111813220	T4	chrX	55730377	55740541	10164	10164	20.88961038961039	21	212322.0	16	24	1.4208815066420133	0.0	LOC111813220	1.0	164.0	-	Liftoff	False
AP2B1-L1	T2	chrX	55844807	55855950	11143	11143	20.10320380507942	20	224010.0	14	25	2.3521394429522484	0.0	AP2B1	2.0	1143.0	-	Liftoff	True
LOC101572415	T3	chrX	56359254	56370397	11143	11143	17.87857847976308	18	199221.0	13	21	1.1965098023007181	0.0	LOC101572415	1.0	1143.0	+	Liftoff	False
SLC6A14	T3	chrX	56363499	56410068	46569	46569	24.694775494427624	25	1150011.0	12	36	5.566291926238528	0.0	SLC6A14	1.0	36569.0	-	Liftoff	False
12683at314147	BUSCO	chrX	56363881	56409895	46014	46014	24.751314817229538	26	1138907.0	12	36	5.56405363989876	0.0						
LOC105741261	T3	chrX	56372512	56383405	10893	10893	21.605251078674378	21	235346.0	12	29	3.2959054468281246	0.0	LOC105741261	1.0	893.0	+	Liftoff	False
LOC111814615	T3	chrX	56446903	56456973	10070	10070	28.499006951340615	28	286985.0	22	34	1.8332548225060261	0.0	LOC111814615	1.0	70.0	-	Liftoff	False
LOC111814616	T3	chrX	56447212	56457293	10081	10081	28.69576430909632	28	289282.0	22	35	2.091781290423899	0.0	LOC111814616	1.0	81.0	-	Liftoff	False
AGTR2	T4	chrX	56680806	56695111	14305	14305	17.915204473960152	18	256277.0	12	24	2.4377054295804723	0.0	AGTR2	1.0	4305.0	-	Liftoff	False
23830at314147	BUSCO	chrX	56682402	56693417	11015	11015	17.234135270086245	18	189834.0	12	21	1.8279408341094705	0.0						
SSU72-DL1	T1	chrX	56805319	56816535	11216	11216	25.62562410841655	25	287417.0	16	33	4.599926692176599	0.0	SSU72	2.0	1216.0	+	AUGUSTUS	True
LOC101562218	T4	chrX	56837734	56848004	10270	10270	13.208666017526777	13	135653.0	10	17	1.609847638180044	0.0	LOC101562218	1.0	270.0	+	Liftoff	False
LOC101561819	T3	chrX	56840290	56851117	10827	10827	13.99057910778609	13	151476.0	10	21	2.742800665020822	0.0	LOC101561819	1.0	827.0	+	Liftoff	False
SSRP1-L1	T2	chrX	57059118	57078831	19713	19713	17.08593314056714	18	336815.0	7	23	3.1377385161906526	0.0	SSRP1	2.0	9713.0	+	Liftoff	True
PLS3	T3	chrX	57098216	57224859	126643	126643	15.531257155942294	15	1966925.0	3	28	4.416227782270206	0.0	PLS3	1.0	116643.0	-	Liftoff	False
LOC111812236	T4	chrX	57139429	57149564	10135	10135	15.097187962506167	15	153010.0	8	20	2.8430281502894164	0.0	LOC111812236	1.0	135.0	-	Liftoff	False
LOC105743330	T3	chrX	57294043	57304244	10201	10201	17.91775316145476	17	182779.0	10	23	2.7819843296391724	0.0	LOC105743330	1.0	201.0	-	Liftoff	False
FCF1-DL7	T2	chrX	57508943	57519602	10659	10659	20.88910779622854	21	222657.0	9	24	1.578330527926359	0.0	FCF1	11.0	659.0	-	AUGUSTUS	True
LOC111812228	T3	chrX	57515990	57538311	22321	22321	13.626764033869451	14	304163.0	3	23	4.049056133158833	0.0	LOC111812228	1.0	12321.0	-	Liftoff	False
LRCH2	T3	chrX	57624992	57771505	146513	146513	16.547548681686948	16	2424431.0	2	27	4.4739662479767786	0.0	LRCH2	1.0	136513.0	+	Liftoff	False
9855at314147	BUSCO	chrX	57625430	57768940	143510	143510	16.492774022716187	16	2366878.0	2	27	4.499125416650275	0.0						
LOC111812238	T4	chrX	57736012	57746141	10129	10129	17.697699674202784	18	179260.0	10	27	3.399493501534735	0.0	LOC111812238	1.0	129.0	+	Liftoff	False
LOC111812229	T3	chrX	57789007	57799098	10091	10091	16.270339906847685	16	164184.0	7	20	2.047898167047939	0.0	LOC111812229	1.0	91.0	+	Liftoff	False
LOC101579744	T3	chrX	57803936	57814601	10665	10665	19.5342709798406	20	208333.0	11	24	2.5563269909495445	0.0	LOC101579744	1.0	665.0	+	Liftoff	False
IL13RA2	T3	chrX	57828734	57907027	78293	78293	16.418185533828055	17	1285429.0	4	28	4.126945393171964	0.0	IL13RA2	1.0	68293.0	+	Liftoff	False
25033at314147	BUSCO	chrX	57870494	57905308	34814	34814	18.223186074567703	18	634422.0	9	28	3.1881314819498976	0.0						
LOC111814961	T4	chrX	57934866	57944973	10107	10107	26.19075887998417	27	264710.0	14	34	4.940991633857765	0.0	LOC111814961	1.0	107.0	-	Liftoff	False
FAM216A	T3	chrX	58054941	58065633	10692	10692	23.23213617658062	23	248398.0	18	26	1.0445482258116874	0.0	FAM216A	2.0	692.0	+	Liftoff	False
HTR2C	T3	chrX	58140436	58248268	107832	107832	19.140505601305733	19	2063959.0	8	29	3.935006185713448	0.0	HTR2C	1.0	97832.0	-	Liftoff	False
20497at314147	BUSCO	chrX	58141655	58248268	106613	106613	19.122733625355256	19	2038732.0	8	29	3.9535409760677065	0.0						
LOC111812237	T4	chrX	58349536	58359664	10128	10128	23.138823064770932	23	234350.0	16	30	3.561200634285506	0.0	LOC111812237	1.0	128.0	-	Liftoff	False
EIF2B4-L1	T2	chrX	59033971	59045319	11348	11348	23.78278110680296	25	269887.0	15	30	3.308878095889975	0.0	EIF2B4	2.0	1348.0	-	Liftoff	True
HPRT1-DL5	T2	chrX	59382107	59393403	11296	11296	20.801168555240793	21	234970.0	11	23	1.2862114889286447	0.0	HPRT1	6.0	1296.0	-	AUGUSTUS	True
DNAJB5-L1	T2	chrX	59463419	59474662	11243	11243	14.347683002757272	14	161311.0	10	18	1.7756871244818633	0.0	DNAJB5	2.0	1243.0	+	Liftoff	True
HARS1	T4	chrX	60997798	61009154	11356	11356	19.84131736526946	20	225318.0	7	33	6.076027461445642	0.0	HARS1	1.0	1356.0	+	AUGUSTUS	False
LOC111812241	T3	chrX	61519591	61529698	10107	10107	18.54318788958148	18	187416.0	13	22	2.3524825578188584	0.0	LOC111812241	1.0	107.0	+	Liftoff	False
AMOT	T4	chrX	61828440	61915697	87257	87257	24.812186987863438	24	2165037.0	13	36	4.284286788968805	0.0	AMOT	1.0	77257.0	+	Liftoff	False
9212at314147	BUSCO	chrX	61847622	61912111	64489	64489	25.530757183395618	25	1646453.0	15	36	4.323931787021963	0.0						
LHFPL1	T4	chrX	62121009	62226228	105219	105219	23.24054590900883	23	2445347.0	12	34	3.9230470515901645	0.0	LHFPL1	1.0	95219.0	+	Liftoff	False
36833at314147	BUSCO	chrX	62130659	62224900	94241	94241	23.431935145000583	23	2208249.0	13	34	3.850995419877355	0.0						
RTL4	T4	chrX	62601734	62613894	12160	12160	22.48486842105263	22	273416.0	17	26	2.221886048893139	0.0	RTL4	1.0	2160.0	-	Liftoff	False
38086at314147	BUSCO	chrX	62603197	62614105	10908	10908	22.59259259259259	22	246440.0	17	26	2.3118506874715528	0.0						
RSBN1L-L1	T2	chrX	63217716	63230638	12922	12922	14.178068410462776	14	183209.0	6	19	2.492664747054996	0.0	RSBN1L	2.0	2922.0	+	Liftoff	True
TRPC5	T4	chrX	63397344	63575512	178168	178168	20.52669390687441	20	3657200.0	8	34	4.672920173690303	0.0	TRPC5	1.0	168168.0	+	Liftoff	False
TRPC5OS	T4	chrX	63441732	63452077	10345	10345	20.000096665055583	20	206901.0	16	23	1.41240105590091	0.0	TRPC5OS	1.0	345.0	-	Liftoff	False
ALG13	T3	chrX	63575504	63667027	91523	91523	25.155785977295324	25	2302333.0	10	39	4.931158353938901	0.0	ALG13	1.0	81523.0	-	AUGUSTUS	False
7195at314147	BUSCO	chrX	63576370	63667027	90657	90657	25.151527184883683	25	2280162.0	10	39	4.9541634976547675	0.0						
LOC111812239	T4	chrX	63619460	63629565	10105	10105	23.19752597723899	23	234411.0	15	26	0.9959710102626761	0.0	LOC111812239	1.0	105.0	+	Liftoff	False
LOC111812230	T4	chrX	63790181	63800454	10273	10273	21.359291346247446	21	219424.0	12	26	1.7459289366258044	0.0	LOC111812230	1.0	273.0	-	Liftoff	False
DCX	T4	chrX	63933647	64079490	145843	145843	23.96986485467249	23	3495837.0	5	42	5.9223671926586094	0.0	DCX	1.0	135843.0	+	Liftoff	False
22784at314147	BUSCO	chrX	63935108	64078025	142917	142917	24.01406410713911	23	3432018.0	5	42	5.961453958973249	0.0						
LOC111812240	T4	chrX	63980194	63990301	10107	10107	25.46175917680815	25	257342.0	20	30	2.3879659775688564	0.0	LOC111812240	1.0	107.0	-	Liftoff	False
16199at314147	BUSCO	chrX	64092372	64103885	11513	11513	15.763658473030487	15	181487.0	11	21	1.910485149164508	0.0						
CAPN6	T4	chrX	64111424	64137676	26252	26252	25.48571537406674	27	669051.0	16	31	3.685195514272217	0.0	CAPN6	1.0	16252.0	+	Liftoff	False
9524at314147	BUSCO	chrX	64111440	64136297	24857	24857	25.829384076919983	27	642041.0	16	31	3.4658049909123685	0.0						
PAK3	T3	chrX	64170924	64314462	143538	143538	21.169021443798854	21	3038559.0	9	35	5.332382087541045	0.0	PAK3	1.0	133538.0	-	Liftoff	False
14516at314147	BUSCO	chrX	64177359	64313132	135773	135773	21.57585086872942	22	2929418.0	10	35	5.1417877997001815	0.0						
LOC111812243	T4	chrX	64711683	64721793	10110	10110	16.930761622156282	16	171170.0	9	22	2.608316857369535	0.0	LOC111812243	1.0	110.0	-	Liftoff	False
CT83	T4	chrX	64827055	64838192	11137	11137	15.845559845559846	16	176472.0	11	20	2.0555359114170138	0.0	CT83	1.0	1137.0	-	Liftoff	False
CHRDL1	T4	chrX	64957952	65126494	168542	168542	21.798697060673305	21	3673996.0	8	34	5.21380185998107	0.0	CHRDL1	1.0	158542.0	+	Liftoff	False
16525at314147	BUSCO	chrX	64958223	65124029	165806	165806	21.79032724991858	21	3612967.0	8	34	5.251325450657026	0.0						
RBM22-DL1	T2	chrX	65178408	65189671	11263	11263	17.250110982864246	17	194288.0	12	24	2.713238912544136	0.0	RBM22	2.0	1263.0	+	AUGUSTUS	True
RTL9	T4	chrX	65414768	65430529	15761	15761	19.717594061290526	20	310769.0	14	25	2.338522876411535	0.0	RTL9	1.0	5761.0	-	Liftoff	False
7047at314147	BUSCO	chrX	65415826	65430529	14703	14703	19.41025641025641	20	285389.0	14	25	2.1105174025042164	0.0						
VPS37B-DL1	T2	chrX	65467727	65480322	12595	12595	23.616752679634775	23	297453.0	11	30	2.5824562349066587	0.0	VPS37B	2.0	2595.0	-	AUGUSTUS	True
AMMECR1	T3	chrX	65577551	65720667	143116	143116	22.150004192403365	23	3170020.0	8	31	5.119000685439946	0.0	AMMECR1	1.0	133116.0	+	Liftoff	False
LOC111812242	T4	chrX	65596452	65606559	10107	10107	25.431779954486988	25	257039.0	18	31	3.2869090159984355	0.0	LOC111812242	1.0	107.0	-	Liftoff	False
TMEM164	T3	chrX	65726410	65940399	213989	213989	19.504119370621854	19	4173667.0	7	30	4.023315039712245	0.0	TMEM164	1.0	203989.0	-	Liftoff	False
29329at314147	BUSCO	chrX	65730891	65938965	208074	208074	19.531580110922075	19	4064014.0	7	30	4.053645685749314	0.0						
RPS2-DL3	T1	chrX	66270513	66281395	10882	10882	27.022881823194265	27	294063.0	18	32	2.414715165720189	0.0	RPS2	5.0	882.0	+	AUGUSTUS	True
ACSL4	T3	chrX	66351823	66438326	86503	86503	19.425603736286604	19	1680373.0	8	27	2.9774768709794404	0.0	ACSL4	1.0	76503.0	+	Liftoff	False
8159at314147	BUSCO	chrX	66393580	66435683	42103	42103	18.28724793957675	18	769948.0	12	25	2.1174906277592083	0.0						
KCNE5	T4	chrX	66442666	66455758	13092	13092	19.616483348609837	19	256819.0	13	26	3.5792430725793145	0.0	KCNE5	1.0	3092.0	+	Liftoff	False
43067at314147	BUSCO	chrX	66442803	66453233	10430	10430	20.313231064237776	20	211867.0	13	26	3.6744521589708086	0.0						
EEF1A1	T4	chrX	66479990	66491379	11389	11389	20.978400210729653	21	238923.0	10	24	2.023843438763761	0.0	EEF1A1	51.0	1389.0	-	AUGUSTUS	False
NXT2	T4	chrX	66495293	66512387	17094	17094	20.644202644202643	20	352892.0	14	26	2.974640686988369	0.0	NXT2	1.0	7094.0	-	Liftoff	False
NDUFA3-L2	T1	chrX	66498204	66508530	10326	10326	20.600522951772227	20	212721.0	16	24	2.2456870487975182	0.0	NDUFA3	4.0	326.0	+	Liftoff	True
GUCY2F	T4	chrX	66537333	66683763	146430	146430	22.67346172232466	22	3320075.0	10	31	3.9674679026786586	0.0	GUCY2F	1.0	136430.0	+	Liftoff	False
4475at314147	BUSCO	chrX	66544984	66683758	138774	138774	22.790652427688183	22	3162750.0	10	31	4.036308215548467	0.0						
LOC101577902	T3	chrX	66716461	66728855	12394	12394	25.500322736808133	25	316051.0	19	31	2.6410584059645097	0.0	LOC101577902	1.0	2394.0	+	Liftoff	False
LOC111814633	T3	chrX	67115424	67125558	10134	10134	25.95697651470298	27	263048.0	16	35	4.589474509567494	0.0	LOC111814633	1.0	134.0	-	Liftoff	False
9341at314147	BUSCO	chrX	67776629	67790443	13814	13814	24.348125090487912	24	336345.0	16	32	4.188573555760246	0.0						
IRS4	T4	chrX	67776630	67790446	13816	13816	24.347278517660683	24	336382.0	16	32	4.187811450121385	0.0	IRS4	1.0	3816.0	+	Liftoff	False
COL4A5	T4	chrX	67817765	68133418	315653	315653	22.972064260437886	23	7251201.0	4	41	6.086716018572131	0.0	COL4A5	1.0	305653.0	-	Liftoff	False
17157at314147	BUSCO	chrX	67818918	68030272	211354	211354	20.979806391173103	21	4434166.0	4	34	5.2041108946592916	0.0						
COL4A6	T3	chrX	68124732	68617669	492937	492937	22.807932859574347	23	11242874.0	7	38	4.963313407687515	0.0	COL4A6	1.0	482937.0	+	Liftoff	False
4985at314147	BUSCO	chrX	68362953	68616333	253380	253380	23.274899360644092	23	5897394.0	7	35	4.8898653207964795	0.0						
ATG4A	T3	chrX	68606889	68676632	69743	69743	24.71994322010811	23	1724043.0	10	40	5.966132725737764	0.0	ATG4A	1.0	59743.0	-	Liftoff	False
19918at314147	BUSCO	chrX	68609466	68644593	35127	35127	21.40339340108748	21	751837.0	10	31	3.6698443342308984	0.0						
PSMD10	T3	chrX	68665220	68684771	19551	19551	23.81335993043834	24	465575.0	18	29	1.8170638842196927	0.0	PSMD10	1.0	9551.0	+	Liftoff	False
34354at314147	BUSCO	chrX	68665253	68680531	15278	15278	23.5545882968975	23	359867.0	18	29	1.902107012038476	0.0						
VSIG1	T4	chrX	68678073	68722490	44417	44417	26.22779566382241	26	1164960.0	17	36	3.27518931014693	0.0	VSIG1	1.0	34417.0	-	Liftoff	False
25693at314147	BUSCO	chrX	68678220	68722376	44156	44156	26.23138418334994	26	1158273.0	17	36	3.2763697703634294	0.0						
TEX13B	T3	chrX	68780648	68792850	12202	12202	14.024913948533028	14	171132.0	9	17	1.539897899227854	0.0	TEX13B	1.0	2202.0	+	Liftoff	False
LOC111813000	T4	chrX	68794769	68804876	10107	10107	18.452458691995645	19	186499.0	11	23	2.806935438164265	0.0	LOC111813000	1.0	107.0	+	Liftoff	False
MID2	T3	chrX	68812912	68948447	135535	135535	18.019138967794298	17	2442224.0	6	33	4.468868432056178	0.0	MID2	1.0	125535.0	-	Liftoff	False
7735at314147	BUSCO	chrX	68817086	68937150	120064	120064	17.98046042110874	17	2158806.0	6	33	4.599107201201154	0.0						
LOC101586853	T3	chrX	68962179	68973222	11043	11043	18.179299103504484	18	200754.0	13	22	1.6774437700422533	0.0	LOC101586853	1.0	1043.0	-	Liftoff	False
TSC22D3	T4	chrX	69051013	69122369	71356	71356	19.023796176915745	18	1357462.0	11	27	3.379162582190352	0.0	TSC22D3	1.0	61356.0	+	Liftoff	False
39192at314147	BUSCO	chrX	69051081	69120961	69880	69880	18.88845163136806	18	1319925.0	11	27	3.2793989330580735	0.0						
LOC111812996	T4	chrX	69099048	69117431	18383	18383	19.55415329380406	19	359464.0	11	27	3.307614944094665	0.0	LOC111812996	1.0	8383.0	-	Liftoff	False
PRPS1-L2	T2	chrX	69206059	69241937	35878	35878	20.83697530520096	20	747589.0	12	28	2.9011314331096556	0.0	PRPS1	5.0	25878.0	-	Liftoff	True
FRMPD3	T4	chrX	69259543	69374777	115234	115234	21.413055174688026	22	2467512.0	9	30	3.6146921883323655	0.0	FRMPD3	1.0	105234.0	-	Liftoff	False
1373at314147	BUSCO	chrX	69259545	69357484	97939	97939	21.248542460102716	21	2081061.0	12	30	3.561414078419742	0.0						
LOC111814460	T4	chrX	69671743	69692884	21141	21141	19.00558157135424	19	401797.0	12	25	2.8875896919345148	0.0	LOC111814460	1.0	11141.0	+	Liftoff	False
PIH1D3	T4	chrX	69782363	69845331	62968	62968	21.31030047008004	20	1341867.0	12	33	4.581535983894213	0.0	PIH1D3	1.0	52968.0	-	Liftoff	False
NUP62CL	T3	chrX	69835355	69952607	117252	117252	22.231228465186096	22	2606656.0	10	31	3.1086612703597005	0.0	NUP62CL	1.0	107252.0	+	Liftoff	False
RBM41	T3	chrX	69948816	70037873	89057	89057	24.091514423346844	23	2145518.0	10	41	5.972087889775643	0.0	RBM41	1.0	79057.0	+	Liftoff	False
20598at314147	BUSCO	chrX	69951790	70035989	84199	84199	24.35101366999608	23	2050331.0	10	41	5.944384090649534	0.0						
MORC4	T3	chrX	70129931	70229683	99752	99752	19.648598524340365	19	1959987.0	9	30	4.182170465709348	0.0	MORC4	1.0	89752.0	+	Liftoff	False
8249at314147	BUSCO	chrX	70130095	70227212	97117	97117	19.797666731880103	20	1922690.0	9	30	4.130136118213073	0.0						
PRPS1	T3	chrX	70235963	70247410	11447	11447	20.442124574124225	20	234001.0	13	25	1.9812479760100874	0.0	PRPS1	5.0	1447.0	-	Liftoff	False
CLDN2	T4	chrX	70241213	70261637	20424	20424	19.782363885624754	19	404035.0	12	25	2.2303633197689803	0.0	CLDN2	1.0	10424.0	-	Liftoff	False
37626at314147	BUSCO	chrX	70243132	70253817	10685	10685	19.98212447356107	20	213509.0	15	25	1.9081282131733805	0.0						
RIPPLY1	T4	chrX	70287069	70299707	12638	12638	15.84317138787783	15	200226.0	8	22	3.289954181991817	0.0	RIPPLY1	1.0	2638.0	+	Liftoff	False
TBC1D8B	T4	chrX	70322438	70438191	115753	115753	24.321313486475514	25	2815265.0	13	37	3.909092844092025	0.0	TBC1D8B	1.0	105753.0	-	Liftoff	False
3530at314147	BUSCO	chrX	70325628	70438015	112387	112387	24.46082731988575	25	2749079.0	13	37	3.841976645112668	0.0						
RNF128	T4	chrX	70434281	70561179	126898	126898	25.407256221532254	25	3224130.0	13	35	3.182169654595364	0.0	RNF128	1.0	116898.0	-	Liftoff	False
25615at314147	BUSCO	chrX	70435645	70512858	77213	77213	26.43408493388419	26	2041055.0	15	35	3.4646432621145675	0.0						
6500at314147	BUSCO	chrX	70598631	70684350	85719	85719	18.952542610156442	18	1624593.0	9	29	3.891065186328253	0.0						
LOC111814461	T4	chrX	70667390	70683963	16573	16573	17.31846980027756	17	287019.0	12	21	1.7791052511665801	0.0	LOC111814461	1.0	6573.0	-	Liftoff	False
LOC111814462	T3	chrX	70757495	70767602	10107	10107	23.383496586524192	24	236337.0	18	26	1.5090363752073723	0.0	LOC111814462	1.0	107.0	+	Liftoff	False
PWWP3B	T3	chrX	70906472	70924362	17890	17890	22.71419787590833	23	406357.0	18	26	1.2156905473681507	0.0	PWWP3B	2.0	7890.0	+	Liftoff	False
PWWP3B-L1	T2	chrX	71005189	71057890	52701	52701	24.837820914214152	25	1308978.0	9	34	4.170565198478181	0.0	PWWP3B	2.0	42701.0	-	Liftoff	True
SERPINA7	T4	chrX	71173103	71189269	16166	16166	17.999628850674256	16	290982.0	10	25	3.590197916496792	0.0	SERPINA7	1.0	6166.0	+	Liftoff	False
23635at314147	BUSCO	chrX	71175218	71189188	13970	13970	18.398067287043666	16	257021.0	10	25	3.662823228416933	0.0						
LOC111814042	T4	chrX	71372807	71382927	10120	10120	25.81106719367589	26	261208.0	17	32	4.408363866972348	0.0	LOC111814042	1.0	120.0	+	Liftoff	False
SKA2-DL12	T2	chrX	71684150	71694932	10782	10782	18.883045817102577	19	203597.0	10	24	3.1309976135347903	0.0	SKA2	14.0	782.0	-	AUGUSTUS	True
RPLP0-DL10	T2	chrX	71792947	71803901	10954	10954	22.593938287383605	22	247494.0	16	31	3.173773033136535	0.0	RPLP0	13.0	954.0	+	AUGUSTUS	True
EEF1A1-DL49	T1	chrX	71821073	71832760	11687	11687	12.177205441944041	12	142315.0	8	16	1.863577009897288	0.0	EEF1A1	51.0	1687.0	-	AUGUSTUS	True
NRK	T3	chrX	71853585	71995409	141824	141824	23.607929546480143	24	3348171.0	12	36	4.089813694418653	0.0	NRK	1.0	131824.0	-	Liftoff	False
3551at314147	BUSCO	chrX	71853816	71995409	141593	141593	23.618731151963726	24	3344247.0	12	36	4.0843861579808465	0.0						
IL1RAPL2	T3	chrX	72064960	73669856	1604896	1604896	23.399895071082486	23	37554398.0	6	43	5.383397539991929	0.0	IL1RAPL2	1.0	1594896.0	-	Liftoff	False
LOC111814041	T4	chrX	72852292	72862399	10107	10107	34.758088453547046	35	351300.0	25	43	4.023670025956388	0.0	LOC111814041	1.0	107.0	+	Liftoff	False
TEX13A	T3	chrX	72864090	72875604	11514	11514	23.467257252040994	24	270202.0	16	27	1.9562292992880526	0.0	TEX13A	1.0	1514.0	+	Liftoff	False
FKBP4-DL1	T2	chrX	73707326	73718703	11377	11377	17.977146875274677	17	204526.0	10	25	3.791016733601416	0.0	FKBP4	2.0	1377.0	+	AUGUSTUS	True
DPH1-DL2	T2	chrX	73885020	73896337	11317	11317	19.108155871697445	19	216247.0	14	25	2.7809107236411483	0.0	DPH1	3.0	1317.0	+	AUGUSTUS	True
27465at314147	BUSCO	chrX	74531125	74575958	44833	44833	19.116119822452212	19	857033.0	10	27	2.3470616753489413	0.0						
FAM199X	T3	chrX	74532706	74576245	43539	43539	19.251636463859988	19	838197.0	10	27	2.2896098181387035	0.0	FAM199X	1.0	33539.0	-	Liftoff	False
LOC111813204	T4	chrX	74575180	74609972	34792	34792	17.97476431363532	18	625378.0	8	26	4.666714086880341	0.0	LOC111813204	1.0	24792.0	+	Liftoff	False
SLC25A53	T4	chrX	74661462	74681776	20314	20314	22.286009648518263	23	452718.0	14	26	1.947932613333389	0.0	SLC25A53	1.0	10314.0	+	Liftoff	False
26651at314147	BUSCO	chrX	74668184	74679103	10919	10919	23.072808865280702	23	251932.0	18	26	1.2631256814151075	0.0						
LOC105743825	T3	chrX	74696129	74709495	13366	13366	19.46401316773904	18	260156.0	14	26	2.563369979962603	0.0	LOC105743825	1.0	3366.0	-	Liftoff	False
