Chromosome	Start	End	Overlap	density	midpoint
chr3	130500001	131500000	22758	0.022758	131000000
chr3	131000001	132000000	17780	0.01778	131500000
chr3	131500001	132500000	17306	0.017306	132000000
chr3	132000001	133000000	20511	0.020511	132500000
chr3	132500001	133500000	23428	0.023428	133000000
chr3	133000001	134000000	24970	0.02497	133500000
chr3	133500001	134500000	22235	0.022235	134000000
chr3	134000001	135000000	18522	0.018522	134500000
chr3	134500001	135500000	17976	0.017976	135000000
chr3	135000001	136000000	19690	0.01969	135500000
chr3	135500001	136500000	21621	0.021621	136000000
chr3	136000001	137000000	22987	0.022987	136500000
chr3	136500001	137500000	22894	0.022894	137000000
chr3	137000001	138000000	21911	0.021911	137500000
chr3	137500001	138500000	20238	0.020238	138000000
chr3	138000001	139000000	21244	0.021244	138500000
chr3	138500001	139500000	21413	0.021413	139000000
chr3	139000001	140000000	20646	0.020646	139500000
chr3	139500001	140500000	21973	0.021973	140000000
chr3	140000001	141000000	20312	0.020312	140500000
chr3	140500001	141500000	16622	0.016622	141000000
chr3	141000001	142000000	16864	0.016864	141500000
chr3	141500001	142500000	19451	0.019451	142000000
chr3	142000001	143000000	23321	0.023321	142500000
chr3	142500001	143500000	23485	0.023485	143000000
chr3	143000001	144000000	20373	0.020373	143500000
chr3	143500001	144500000	22807	0.022807	144000000
chr3	144000001	145000000	21710	0.02171	144500000
chr3	144500001	145500000	22099	0.022099	145000000
chr3	145000001	146000000	28538	0.028538	145500000
chr3	145500001	146500000	27581	0.027581	146000000
chr3	146000001	147000000	24016	0.024016	146500000
chr3	146500001	147500000	22157	0.022157	147000000
chr3	147000001	148000000	21578	0.021578	147500000
chr3	147500001	148500000	22527	0.022527	148000000
chr3	148000001	149000000	24433	0.024433	148500000
chr3	148500001	149500000	20141	0.020141	149000000
chr3	149000001	150000000	18609	0.018609	149500000
chr3	149500001	150500000	306365	0.306365	150000000
chr3	150000001	151000000	795480	0.79548	150500000
chr3	150500001	151500000	1000000	1.0	151000000
chr3	151000001	152000000	1000000	1.0	151500000
chr4	1	1000000	36327	0.036327	500000
chr4	500001	1500000	25813	0.025813	1000000
chr4	1000001	2000000	22803	0.022803	1500000
chr4	1500001	2500000	29896	0.029896	2000000
chr4	2000001	3000000	37085	0.037085	2500000
chr4	2500001	3500000	31446	0.031446	3000000
chr4	3000001	4000000	23223	0.023223	3500000
chr4	3500001	4500000	22152	0.022152	4000000
chr4	4000001	5000000	21445	0.021445	4500000
chr4	4500001	5500000	19704	0.019704	5000000
chr4	5000001	6000000	20976	0.020976	5500000
chr4	5500001	6500000	22056	0.022056	6000000
chr4	6000001	7000000	19899	0.019899	6500000
chr4	6500001	7500000	21012	0.021012	7000000
chr4	7000001	8000000	20976	0.020976	7500000
chr4	7500001	8500000	27282	0.027282	8000000
chr4	8000001	9000000	41285	0.041285	8500000
chr4	8500001	9500000	34942	0.034942	9000000
chr4	9000001	10000000	25800	0.0258	9500000
chr4	9500001	10500000	31664	0.031664	10000000
chr4	10000001	11000000	33563	0.033563	10500000
chr4	10500001	11500000	28129	0.028129	11000000
chr4	11000001	12000000	28784	0.028784	11500000
chr4	11500001	12500000	30358	0.030358	12000000
chr4	12000001	13000000	27580	0.02758	12500000
chr4	12500001	13500000	22214	0.022214	13000000
chr4	13000001	14000000	22944	0.022944	13500000
chr4	13500001	14500000	38526	0.038526	14000000
chr4	14000001	15000000	39656	0.039656	14500000
chr4	14500001	15500000	29698	0.029698	15000000
chr4	15000001	16000000	25892	0.025892	15500000
chr4	15500001	16500000	23501	0.023501	16000000
chr4	16000001	17000000	25103	0.025103	16500000
chr4	16500001	17500000	21129	0.021129	17000000
chr4	17000001	18000000	22238	0.022238	17500000
chr4	17500001	18500000	24550	0.02455	18000000
chr4	18000001	19000000	21430	0.02143	18500000
chr4	18500001	19500000	25291	0.025291	19000000
chr4	19000001	20000000	24756	0.024756	19500000
chr4	19500001	20500000	22717	0.022717	20000000
chr4	20000001	21000000	23783	0.023783	20500000
chr4	20500001	21500000	23979	0.023979	21000000
chr4	21000001	22000000	23346	0.023346	21500000
chr4	21500001	22500000	23287	0.023287	22000000
chr4	22000001	23000000	25429	0.025429	22500000
chr4	22500001	23500000	21584	0.021584	23000000
chr4	23000001	24000000	20529	0.020529	23500000
chr4	23500001	24500000	23112	0.023112	24000000
chr4	24000001	25000000	23500	0.0235	24500000
chr4	24500001	25500000	26233	0.026233	25000000
chr4	25000001	26000000	24456	0.024456	25500000
chr4	25500001	26500000	23787	0.023787	26000000
chr4	26000001	27000000	27539	0.027539	26500000
chr4	26500001	27500000	25509	0.025509	27000000
chr4	27000001	28000000	25154	0.025154	27500000
chr4	27500001	28500000	26013	0.026013	28000000
chr4	28000001	29000000	23366	0.023366	28500000
chr4	28500001	29500000	23744	0.023744	29000000
chr4	29000001	30000000	27034	0.027034	29500000
chr4	29500001	30500000	23604	0.023604	30000000
chr4	30000001	31000000	19985	0.019985	30500000
chr4	30500001	31500000	18622	0.018622	31000000
chr4	31000001	32000000	19713	0.019713	31500000
chr4	31500001	32500000	21785	0.021785	32000000
chr4	32000001	33000000	21543	0.021543	32500000
chr4	32500001	33500000	25477	0.025477	33000000
chr4	33000001	34000000	24306	0.024306	33500000
chr4	33500001	34500000	20375	0.020375	34000000
chr4	34000001	35000000	20364	0.020364	34500000
chr4	34500001	35500000	22000	0.022	35000000
chr4	35000001	36000000	22186	0.022186	35500000
chr4	35500001	36500000	22567	0.022567	36000000
chr4	36000001	37000000	22353	0.022353	36500000
chr4	36500001	37500000	21472	0.021472	37000000
chr4	37000001	38000000	22176	0.022176	37500000
chr4	37500001	38500000	19980	0.01998	38000000
chr4	38000001	39000000	23923	0.023923	38500000
chr4	38500001	39500000	29556	0.029556	39000000
chr4	39000001	40000000	27058	0.027058	39500000
chr4	39500001	40500000	19814	0.019814	40000000
chr4	40000001	41000000	14305	0.014305	40500000
chr4	40500001	41500000	15430	0.01543	41000000
chr4	41000001	42000000	24436	0.024436	41500000
chr4	41500001	42500000	27013	0.027013	42000000
chr4	42000001	43000000	23964	0.023964	42500000
chr4	42500001	43500000	24220	0.02422	43000000
chr4	43000001	44000000	22159	0.022159	43500000
chr4	43500001	44500000	30707	0.030707	44000000
chr4	44000001	45000000	43302	0.043302	44500000
chr4	44500001	45500000	59764	0.059764	45000000
chr4	45000001	46000000	64107	0.064107	45500000
chr4	45500001	46500000	52863	0.052863	46000000
chr4	46000001	47000000	39643	0.039643	46500000
chr4	46500001	47500000	38682	0.038682	47000000
chr4	47000001	48000000	35540	0.03554	47500000
chr4	47500001	48500000	48893	0.048893	48000000
chr4	48000001	49000000	52861	0.052861	48500000
chr4	48500001	49500000	40100	0.0401	49000000
chr4	49000001	50000000	37232	0.037232	49500000
chr4	49500001	50500000	23138	0.023138	50000000
chr4	50000001	51000000	25289	0.025289	50500000
chr4	50500001	51500000	33437	0.033437	51000000
chr4	51000001	52000000	28747	0.028747	51500000
chr4	51500001	52500000	22119	0.022119	52000000
chr4	52000001	53000000	20512	0.020512	52500000
chr4	52500001	53500000	23321	0.023321	53000000
chr4	53000001	54000000	24738	0.024738	53500000
chr4	53500001	54500000	19077	0.019077	54000000
chr4	54000001	55000000	19325	0.019325	54500000
chr4	54500001	55500000	19425	0.019425	55000000
chr4	55000001	56000000	20298	0.020298	55500000
chr4	55500001	56500000	19439	0.019439	56000000
chr4	56000001	57000000	17665	0.017665	56500000
chr4	56500001	57500000	20380	0.02038	57000000
chr4	57000001	58000000	22540	0.02254	57500000
chr4	57500001	58500000	19582	0.019582	58000000
chr4	58000001	59000000	19033	0.019033	58500000
chr4	58500001	59500000	18662	0.018662	59000000
chr4	59000001	60000000	17414	0.017414	59500000
chr4	59500001	60500000	22355	0.022355	60000000
chr4	60000001	61000000	26875	0.026875	60500000
chr4	60500001	61500000	28032	0.028032	61000000
chr4	61000001	62000000	25356	0.025356	61500000
chr4	61500001	62500000	23772	0.023772	62000000
chr4	62000001	63000000	22354	0.022354	62500000
chr4	62500001	63500000	23932	0.023932	63000000
chr4	63000001	64000000	27643	0.027643	63500000
chr4	63500001	64500000	22904	0.022904	64000000
chr4	64000001	65000000	18465	0.018465	64500000
chr4	64500001	65500000	23250	0.02325	65000000
chr4	65000001	66000000	27705	0.027705	65500000
chr4	65500001	66500000	26548	0.026548	66000000
chr4	66000001	67000000	26253	0.026253	66500000
chr4	66500001	67500000	24927	0.024927	67000000
chr4	67000001	68000000	25450	0.02545	67500000
chr4	67500001	68500000	23935	0.023935	68000000
chr4	68000001	69000000	23409	0.023409	68500000
chr4	68500001	69500000	26470	0.02647	69000000
chr4	69000001	70000000	27622	0.027622	69500000
chr4	69500001	70500000	25525	0.025525	70000000
chr4	70000001	71000000	22282	0.022282	70500000
chr4	70500001	71500000	24667	0.024667	71000000
chr4	71000001	72000000	23973	0.023973	71500000
chr4	71500001	72500000	24279	0.024279	72000000
chr4	72000001	73000000	24582	0.024582	72500000
chr4	72500001	73500000	20595	0.020595	73000000
chr4	73000001	74000000	19338	0.019338	73500000
chr4	73500001	74500000	16608	0.016608	74000000
chr4	74000001	75000000	17259	0.017259	74500000
chr4	74500001	75500000	19855	0.019855	75000000
chr4	75000001	76000000	21956	0.021956	75500000
chr4	75500001	76500000	36822	0.036822	76000000
chr4	76000001	77000000	33712	0.033712	76500000
chr4	76500001	77500000	18168	0.018168	77000000
chr4	77000001	78000000	20738	0.020738	77500000
chr4	77500001	78500000	20036	0.020036	78000000
chr4	78000001	79000000	16825	0.016825	78500000
chr4	78500001	79500000	17251	0.017251	79000000
chr4	79000001	80000000	22731	0.022731	79500000
chr4	79500001	80500000	23940	0.02394	80000000
chr4	80000001	81000000	22641	0.022641	80500000
chr4	80500001	81500000	24063	0.024063	81000000
chr4	81000001	82000000	19821	0.019821	81500000
chr4	81500001	82500000	22509	0.022509	82000000
chr4	82000001	83000000	26523	0.026523	82500000
chr4	82500001	83500000	27827	0.027827	83000000
chr4	83000001	84000000	25962	0.025962	83500000
chr4	83500001	84500000	19954	0.019954	84000000
chr4	84000001	85000000	24552	0.024552	84500000
chr4	84500001	85500000	25648	0.025648	85000000
chr4	85000001	86000000	17288	0.017288	85500000
chr4	85500001	86500000	18587	0.018587	86000000
chr4	86000001	87000000	19954	0.019954	86500000
chr4	86500001	87500000	18215	0.018215	87000000
chr4	87000001	88000000	18564	0.018564	87500000
chr4	87500001	88500000	20010	0.02001	88000000
chr4	88000001	89000000	16378	0.016378	88500000
chr4	88500001	89500000	16215	0.016215	89000000
chr4	89000001	90000000	23340	0.02334	89500000
chr4	89500001	90500000	20870	0.02087	90000000
chr4	90000001	91000000	16660	0.01666	90500000
chr4	90500001	91500000	16000	0.016	91000000
chr4	91000001	92000000	18009	0.018009	91500000
chr4	91500001	92500000	19642	0.019642	92000000
chr4	92000001	93000000	19524	0.019524	92500000
chr4	92500001	93500000	20240	0.02024	93000000
chr4	93000001	94000000	20733	0.020733	93500000
chr4	93500001	94500000	23063	0.023063	94000000
chr4	94000001	95000000	23750	0.02375	94500000
chr4	94500001	95500000	18813	0.018813	95000000
chr4	95000001	96000000	17686	0.017686	95500000
chr4	95500001	96500000	20102	0.020102	96000000
chr4	96000001	97000000	20505	0.020505	96500000
chr4	96500001	97500000	22345	0.022345	97000000
chr4	97000001	98000000	23217	0.023217	97500000
chr4	97500001	98500000	20767	0.020767	98000000
chr4	98000001	99000000	34491	0.034491	98500000
chr4	98500001	99500000	38293	0.038293	99000000
chr4	99000001	100000000	32230	0.03223	99500000
chr4	99500001	100500000	30703	0.030703	100000000
chr4	100000001	101000000	25212	0.025212	100500000
chr4	100500001	101500000	24638	0.024638	101000000
chr4	101000001	102000000	20755	0.020755	101500000
chr4	101500001	102500000	21611	0.021611	102000000
chr4	102000001	103000000	21323	0.021323	102500000
chr4	102500001	103500000	22188	0.022188	103000000
chr4	103000001	104000000	27895	0.027895	103500000
chr4	103500001	104500000	31635	0.031635	104000000
chr4	104000001	105000000	28830	0.02883	104500000
chr4	104500001	105500000	23883	0.023883	105000000
chr4	105000001	106000000	21825	0.021825	105500000
chr4	105500001	106500000	22155	0.022155	106000000
chr4	106000001	107000000	21262	0.021262	106500000
chr4	106500001	107500000	19550	0.01955	107000000
chr4	107000001	108000000	19759	0.019759	107500000
chr4	107500001	108500000	19644	0.019644	108000000
chr4	108000001	109000000	23590	0.02359	108500000
chr4	108500001	109500000	24308	0.024308	109000000
chr4	109000001	110000000	22703	0.022703	109500000
chr4	109500001	110500000	21683	0.021683	110000000
chr4	110000001	111000000	19223	0.019223	110500000
chr4	110500001	111500000	18751	0.018751	111000000
chr4	111000001	112000000	20484	0.020484	111500000
chr4	111500001	112500000	24077	0.024077	112000000
chr4	112000001	113000000	23473	0.023473	112500000
chr4	112500001	113500000	28883	0.028883	113000000
chr4	113000001	114000000	33406	0.033406	113500000
chr4	113500001	114500000	27504	0.027504	114000000
chr4	114000001	115000000	22890	0.02289	114500000
chr4	114500001	115500000	18043	0.018043	115000000
chr4	115000001	116000000	18868	0.018868	115500000
chr4	115500001	116500000	17895	0.017895	116000000
chr4	116000001	117000000	15852	0.015852	116500000
chr4	116500001	117500000	16710	0.01671	117000000
chr4	117000001	118000000	15469	0.015469	117500000
chr4	117500001	118500000	18071	0.018071	118000000
chr4	118000001	119000000	20668	0.020668	118500000
chr4	118500001	119500000	21842	0.021842	119000000
chr4	119000001	120000000	21211	0.021211	119500000
chr4	119500001	120500000	17308	0.017308	120000000
chr4	120000001	121000000	20139	0.020139	120500000
chr4	120500001	121500000	21040	0.02104	121000000
chr4	121000001	122000000	19604	0.019604	121500000
chr4	121500001	122500000	18059	0.018059	122000000
chr4	122000001	123000000	15322	0.015322	122500000
chr4	122500001	123500000	17305	0.017305	123000000
chr4	123000001	124000000	20519	0.020519	123500000
chr4	123500001	124500000	21622	0.021622	124000000
chr4	124000001	125000000	495115	0.495115	124500000
chr4	124500001	125500000	984940	0.98494	125000000
chr4	125000001	126000000	1000000	1.0	125500000
chr4	125500001	126500000	1000000	1.0	126000000
chr4	126000001	127000000	1000000	1.0	126500000
chr4	126500001	127500000	1000000	1.0	127000000
chr4	127000001	128000000	1000000	1.0	127500000
chr4	127500001	128500000	1000000	1.0	128000000
chr4	128000001	129000000	1000000	1.0	128500000
chr4	128500001	129500000	1000000	1.0	129000000
chr4	129000001	130000000	1000000	1.0	129500000
chr4	129500001	130500000	1000000	1.0	130000000
chr4	130000001	131000000	1000000	1.0	130500000
chr4	130500001	131500000	1000000	1.0	131000000
chr4	131000001	132000000	1000000	1.0	131500000
chr4	131500001	132500000	1000000	1.0	132000000
chr4	132000001	133000000	1000000	1.0	132500000
chr4	132500001	133500000	732032	0.732032	133000000
chr4	133000001	134000000	243689	0.243689	133500000
chr4	133500001	134500000	26756	0.026756	134000000
chr4	134000001	135000000	26797	0.026797	134500000
chr4	134500001	135500000	23461	0.023461	135000000
chr4	135000001	136000000	21396	0.021396	135500000
chr4	135500001	136500000	20572	0.020572	136000000
chr4	136000001	137000000	19799	0.019799	136500000
chr4	136500001	137500000	14887	0.014887	137000000
chr4	137000001	138000000	16661	0.016661	137500000
chr4	137500001	138500000	18471	0.018471	138000000
chr4	138000001	139000000	17321	0.017321	138500000
chr4	138500001	139500000	16821	0.016821	139000000
chr4	139000001	140000000	15617	0.015617	139500000
chr4	139500001	140500000	19240	0.01924	140000000
chr4	140000001	141000000	19554	0.019554	140500000
chr4	140500001	141500000	16980	0.01698	141000000
chr4	141000001	142000000	16079	0.016079	141500000
chr4	141500001	142500000	17538	0.017538	142000000
chr4	142000001	143000000	21623	0.021623	142500000
chr4	142500001	143500000	23190	0.02319	143000000
chr4	143000001	144000000	23229	0.023229	143500000
chr4	143500001	144500000	20234	0.020234	144000000
chr4	144000001	145000000	19113	0.019113	144500000
chr4	144500001	145500000	21269	0.021269	145000000
chr4	145000001	146000000	18337	0.018337	145500000
chr4	145500001	146500000	19581	0.019581	146000000
chr4	146000001	147000000	23268	0.023268	146500000
chr4	146500001	147500000	19425	0.019425	147000000
chr4	147000001	148000000	16825	0.016825	147500000
chr4	147500001	148500000	23763	0.023763	148000000
chr4	148000001	149000000	329719	0.329719	148500000
chr4	148500001	149500000	814807	0.814807	149000000
chr4	149000001	150000000	1000000	1.0	149500000
chr4	149500001	150500000	1000000	1.0	150000000
chr4	150000001	151000000	1000000	1.0	150500000
chr4	150500001	151500000	1000000	1.0	151000000
chr5	1	1000000	1000000	1.0	500000
chr5	500001	1500000	1000000	1.0	1000000
chr5	1000001	2000000	1000000	1.0	1500000
chr5	1500001	2500000	1000000	1.0	2000000
chr5	2000001	3000000	1000000	1.0	2500000
chr5	2500001	3500000	1000000	1.0	3000000
chr5	3000001	4000000	762821	0.762821	3500000
chr5	3500001	4500000	762721	0.762721	4000000
chr5	4000001	5000000	517025	0.517025	4500000
chr5	4500001	5500000	41317	0.041317	5000000
chr5	5000001	6000000	64460	0.06446	5500000
chr5	5500001	6500000	71879	0.071879	6000000
chr5	6000001	7000000	57836	0.057836	6500000
chr5	6500001	7500000	52456	0.052456	7000000
chr5	7000001	8000000	53380	0.05338	7500000
chr5	7500001	8500000	47454	0.047454	8000000
chr5	8000001	9000000	35968	0.035968	8500000
chr5	8500001	9500000	29485	0.029485	9000000
chr5	9000001	10000000	23808	0.023808	9500000
chr5	9500001	10500000	25503	0.025503	10000000
chr5	10000001	11000000	31395	0.031395	10500000
chr5	10500001	11500000	33368	0.033368	11000000
chr5	11000001	12000000	32521	0.032521	11500000
chr5	11500001	12500000	25596	0.025596	12000000
chr5	12000001	13000000	17274	0.017274	12500000
chr5	12500001	13500000	20491	0.020491	13000000
chr5	13000001	14000000	21862	0.021862	13500000
chr5	13500001	14500000	19062	0.019062	14000000
chr5	14000001	15000000	22314	0.022314	14500000
chr5	14500001	15500000	23325	0.023325	15000000
chr5	15000001	16000000	23725	0.023725	15500000
chr5	15500001	16500000	19918	0.019918	16000000
chr5	16000001	17000000	18867	0.018867	16500000
chr5	16500001	17500000	19489	0.019489	17000000
chr5	17000001	18000000	22119	0.022119	17500000
chr5	17500001	18500000	23342	0.023342	18000000
chr5	18000001	19000000	22149	0.022149	18500000
chr5	18500001	19500000	22967	0.022967	19000000
chr5	19000001	20000000	20863	0.020863	19500000
chr5	19500001	20500000	18355	0.018355	20000000
chr5	20000001	21000000	18883	0.018883	20500000
chr5	20500001	21500000	20704	0.020704	21000000
chr5	21000001	22000000	19290	0.01929	21500000
chr5	21500001	22500000	19242	0.019242	22000000
chr5	22000001	23000000	63391	0.063391	22500000
chr5	22500001	23500000	64051	0.064051	23000000
chr5	23000001	24000000	18595	0.018595	23500000
chr5	23500001	24500000	21086	0.021086	24000000
chr5	24000001	25000000	20225	0.020225	24500000
chr5	24500001	25500000	20831	0.020831	25000000
chr5	25000001	26000000	23196	0.023196	25500000
chr5	25500001	26500000	22286	0.022286	26000000
chr5	26000001	27000000	25427	0.025427	26500000
chr5	26500001	27500000	22817	0.022817	27000000
chr5	27000001	28000000	21722	0.021722	27500000
chr5	27500001	28500000	23810	0.02381	28000000
chr5	28000001	29000000	21912	0.021912	28500000
chr5	28500001	29500000	18817	0.018817	29000000
chr5	29000001	30000000	21224	0.021224	29500000
chr5	29500001	30500000	21863	0.021863	30000000
chr5	30000001	31000000	20125	0.020125	30500000
chr5	30500001	31500000	20788	0.020788	31000000
chr5	31000001	32000000	19456	0.019456	31500000
chr5	31500001	32500000	19261	0.019261	32000000
chr5	32000001	33000000	21039	0.021039	32500000
chr5	32500001	33500000	21317	0.021317	33000000
chr5	33000001	34000000	22566	0.022566	33500000
chr5	33500001	34500000	21276	0.021276	34000000
chr5	34000001	35000000	19114	0.019114	34500000
chr5	34500001	35500000	19888	0.019888	35000000
chr5	35000001	36000000	20494	0.020494	35500000
chr5	35500001	36500000	22364	0.022364	36000000
chr5	36000001	37000000	25055	0.025055	36500000
chr5	36500001	37500000	23617	0.023617	37000000
chr5	37000001	38000000	18649	0.018649	37500000
chr5	37500001	38500000	17002	0.017002	38000000
chr5	38000001	39000000	16892	0.016892	38500000
chr5	38500001	39500000	16233	0.016233	39000000
chr5	39000001	40000000	18085	0.018085	39500000
chr5	39500001	40500000	19347	0.019347	40000000
chr5	40000001	41000000	20313	0.020313	40500000
chr5	40500001	41500000	21298	0.021298	41000000
chr5	41000001	42000000	20545	0.020545	41500000
chr5	41500001	42500000	18533	0.018533	42000000
chr5	42000001	43000000	16694	0.016694	42500000
chr5	42500001	43500000	16683	0.016683	43000000
chr5	43000001	44000000	16784	0.016784	43500000
chr5	43500001	44500000	16961	0.016961	44000000
chr5	44000001	45000000	19386	0.019386	44500000
chr5	44500001	45500000	21555	0.021555	45000000
chr5	45000001	46000000	21516	0.021516	45500000
chr5	45500001	46500000	18378	0.018378	46000000
chr5	46000001	47000000	17384	0.017384	46500000
chr5	46500001	47500000	19440	0.01944	47000000
chr5	47000001	48000000	19479	0.019479	47500000
chr5	47500001	48500000	20066	0.020066	48000000
chr5	48000001	49000000	21256	0.021256	48500000
chr5	48500001	49500000	24843	0.024843	49000000
chr5	49000001	50000000	25432	0.025432	49500000
chr5	49500001	50500000	22285	0.022285	50000000
chr5	50000001	51000000	24850	0.02485	50500000
chr5	50500001	51500000	26862	0.026862	51000000
chr5	51000001	52000000	22232	0.022232	51500000
chr5	51500001	52500000	19926	0.019926	52000000
chr5	52000001	53000000	22599	0.022599	52500000
chr5	52500001	53500000	27048	0.027048	53000000
chr5	53000001	54000000	24667	0.024667	53500000
chr5	53500001	54500000	22502	0.022502	54000000
chr5	54000001	55000000	23767	0.023767	54500000
chr5	54500001	55500000	21401	0.021401	55000000
chr5	55000001	56000000	22357	0.022357	55500000
chr5	55500001	56500000	22024	0.022024	56000000
chr5	56000001	57000000	20395	0.020395	56500000
chr5	56500001	57500000	18051	0.018051	57000000
chr5	57000001	58000000	16938	0.016938	57500000
chr5	57500001	58500000	22142	0.022142	58000000
chr5	58000001	59000000	26204	0.026204	58500000
chr5	58500001	59500000	22236	0.022236	59000000
chr5	59000001	60000000	19338	0.019338	59500000
chr5	59500001	60500000	18130	0.01813	60000000
chr5	60000001	61000000	15295	0.015295	60500000
chr5	60500001	61500000	16007	0.016007	61000000
chr5	61000001	62000000	20585	0.020585	61500000
chr5	61500001	62500000	23046	0.023046	62000000
chr5	62000001	63000000	20943	0.020943	62500000
chr5	62500001	63500000	22201	0.022201	63000000
chr5	63000001	64000000	25202	0.025202	63500000
chr5	63500001	64500000	23118	0.023118	64000000
chr5	64000001	65000000	16759	0.016759	64500000
chr5	64500001	65500000	17432	0.017432	65000000
chr5	65000001	66000000	21125	0.021125	65500000
chr5	65500001	66500000	21135	0.021135	66000000
chr5	66000001	67000000	21105	0.021105	66500000
chr5	66500001	67500000	17988	0.017988	67000000
chr5	67000001	68000000	20193	0.020193	67500000
chr5	67500001	68500000	22688	0.022688	68000000
chr5	68000001	69000000	20894	0.020894	68500000
chr5	68500001	69500000	18352	0.018352	69000000
chr5	69000001	70000000	18776	0.018776	69500000
chr5	69500001	70500000	20474	0.020474	70000000
chr5	70000001	71000000	18953	0.018953	70500000
chr5	70500001	71500000	18025	0.018025	71000000
chr5	71000001	72000000	19026	0.019026	71500000
chr5	71500001	72500000	17688	0.017688	72000000
chr5	72000001	73000000	16685	0.016685	72500000
chr5	72500001	73500000	19646	0.019646	73000000
chr5	73000001	74000000	21827	0.021827	73500000
chr5	73500001	74500000	22321	0.022321	74000000
chr5	74000001	75000000	19985	0.019985	74500000
chr5	74500001	75500000	17464	0.017464	75000000
chr5	75000001	76000000	17780	0.01778	75500000
chr5	75500001	76500000	20871	0.020871	76000000
chr5	76000001	77000000	22842	0.022842	76500000
chr5	76500001	77500000	21456	0.021456	77000000
chr5	77000001	78000000	19751	0.019751	77500000
chr5	77500001	78500000	20131	0.020131	78000000
chr5	78000001	79000000	20941	0.020941	78500000
chr5	78500001	79500000	21044	0.021044	79000000
chr5	79000001	80000000	23832	0.023832	79500000
chr5	79500001	80500000	23451	0.023451	80000000
chr5	80000001	81000000	19247	0.019247	80500000
chr5	80500001	81500000	117358	0.117358	81000000
chr5	81000001	82000000	607979	0.607979	81500000
chr5	81500001	82500000	1000000	1.0	82000000
chr5	82000001	83000000	641852	0.641852	82500000
chr5	82500001	83500000	161057	0.161057	83000000
chr5	83000001	84000000	25930	0.02593	83500000
chr5	83500001	84500000	22334	0.022334	84000000
chr5	84000001	85000000	29083	0.029083	84500000
chr5	84500001	85500000	28802	0.028802	85000000
chr5	85000001	86000000	26880	0.02688	85500000
chr5	85500001	86500000	25694	0.025694	86000000
chr5	86000001	87000000	29947	0.029947	86500000
chr5	86500001	87500000	25853	0.025853	87000000
chr5	87000001	88000000	22945	0.022945	87500000
chr5	87500001	88500000	22763	0.022763	88000000
chr5	88000001	89000000	17900	0.0179	88500000
chr5	88500001	89500000	19068	0.019068	89000000
chr5	89000001	90000000	23374	0.023374	89500000
chr5	89500001	90500000	24231	0.024231	90000000
chr5	90000001	91000000	20855	0.020855	90500000
chr5	90500001	91500000	19435	0.019435	91000000
chr5	91000001	92000000	21436	0.021436	91500000
chr5	91500001	92500000	24361	0.024361	92000000
chr5	92000001	93000000	26397	0.026397	92500000
chr5	92500001	93500000	23712	0.023712	93000000
chr5	93000001	94000000	21903	0.021903	93500000
chr5	93500001	94500000	20015	0.020015	94000000
chr5	94000001	95000000	18748	0.018748	94500000
chr5	94500001	95500000	19956	0.019956	95000000
chr5	95000001	96000000	19058	0.019058	95500000
chr5	95500001	96500000	21159	0.021159	96000000
chr5	96000001	97000000	21647	0.021647	96500000
chr5	96500001	97500000	19528	0.019528	97000000
chr5	97000001	98000000	23353	0.023353	97500000
chr5	97500001	98500000	24845	0.024845	98000000
chr5	98000001	99000000	21629	0.021629	98500000
chr5	98500001	99500000	20402	0.020402	99000000
chr5	99000001	100000000	22247	0.022247	99500000
chr5	99500001	100500000	20687	0.020687	100000000
chr5	100000001	101000000	18933	0.018933	100500000
chr5	100500001	101500000	18656	0.018656	101000000
chr5	101000001	102000000	15648	0.015648	101500000
chr5	101500001	102500000	17859	0.017859	102000000
chr5	102000001	103000000	19083	0.019083	102500000
chr5	102500001	103500000	18520	0.01852	103000000
chr5	103000001	104000000	20314	0.020314	103500000
chr5	103500001	104500000	23096	0.023096	104000000
chr5	104000001	105000000	23428	0.023428	104500000
chr5	104500001	105500000	20959	0.020959	105000000
chr5	105000001	106000000	20118	0.020118	105500000
chr5	105500001	106500000	20919	0.020919	106000000
chr5	106000001	107000000	19909	0.019909	106500000
chr5	106500001	107500000	20237	0.020237	107000000
chr5	107000001	108000000	26878	0.026878	107500000
chr5	107500001	108500000	29813	0.029813	108000000
chr5	108000001	109000000	25241	0.025241	108500000
chr5	108500001	109500000	21469	0.021469	109000000
chr5	109000001	110000000	19931	0.019931	109500000
chr5	109500001	110500000	19162	0.019162	110000000
chr5	110000001	111000000	19152	0.019152	110500000
chr5	110500001	111500000	22990	0.02299	111000000
chr5	111000001	112000000	20202	0.020202	111500000
chr5	111500001	112500000	15172	0.015172	112000000
chr5	112000001	113000000	19526	0.019526	112500000
chr5	112500001	113500000	20245	0.020245	113000000
chr5	113000001	114000000	21364	0.021364	113500000
chr5	113500001	114500000	25411	0.025411	114000000
chr5	114000001	115000000	26167	0.026167	114500000
chr5	114500001	115500000	20728	0.020728	115000000
chr5	115000001	116000000	15749	0.015749	115500000
chr5	115500001	116500000	17823	0.017823	116000000
chr5	116000001	117000000	19739	0.019739	116500000
chr5	116500001	117500000	19013	0.019013	117000000
chr5	117000001	118000000	19075	0.019075	117500000
chr5	117500001	118500000	19754	0.019754	118000000
chr5	118000001	119000000	19260	0.01926	118500000
chr5	118500001	119500000	21694	0.021694	119000000
