chrom	start	end	count
chr7	67000000	68000000	397
chr7	68000000	69000000	416
chr7	69000000	70000000	407
chr7	70000000	71000000	411
chr7	71000000	72000000	390
chr7	72000000	73000000	346
chr7	73000000	74000000	401
chr7	74000000	75000000	347
chr7	75000000	76000000	347
chr7	76000000	77000000	375
chr7	77000000	78000000	411
chr7	78000000	79000000	403
chr7	79000000	80000000	437
chr7	80000000	81000000	440
chr7	81000000	82000000	445
chr7	82000000	83000000	409
chr7	83000000	84000000	461
chr7	84000000	85000000	432
chr7	85000000	86000000	390
chr7	86000000	87000000	441
chr7	87000000	88000000	406
chr7	88000000	89000000	440
chr7	89000000	90000000	409
chr7	90000000	91000000	365
chr7	91000000	92000000	369
chr7	92000000	93000000	421
chr7	93000000	94000000	370
chr7	94000000	95000000	313
chr7	95000000	96000000	369
chr7	96000000	97000000	359
chr7	97000000	98000000	388
chr7	98000000	99000000	409
chr7	99000000	100000000	385
chr7	100000000	101000000	429
chr7	101000000	102000000	353
chr7	102000000	103000000	367
chr7	103000000	104000000	378
chr7	104000000	105000000	423
chr7	105000000	106000000	433
chr7	106000000	107000000	389
chr7	107000000	108000000	464
chr7	108000000	109000000	420
chr7	109000000	110000000	487
chr7	110000000	111000000	408
chr7	111000000	112000000	391
chr7	112000000	113000000	374
chr7	113000000	114000000	403
chr7	114000000	115000000	426
chr7	115000000	116000000	396
chr7	116000000	117000000	381
chr7	117000000	118000000	353
chr7	118000000	119000000	428
chr7	119000000	120000000	425
chr7	120000000	121000000	585
chr7	121000000	122000000	444
chr7	122000000	123000000	393
chr7	123000000	124000000	378
chr7	124000000	125000000	328
chr7	125000000	126000000	403
chr7	126000000	127000000	365
chr7	127000000	128000000	436
chr7	128000000	129000000	399
chr7	129000000	130000000	354
chr7	130000000	131000000	425
chr7	131000000	132000000	386
chr7	132000000	133000000	305
chr7	133000000	134000000	288
chr7	134000000	135000000	23
chr7	135000000	136000000	34
chr7	136000000	137000000	18
chr7	137000000	138000000	0
chr7	138000000	138367390	2
chr8	0	1000000	403
chr8	1000000	2000000	436
chr8	2000000	3000000	354
chr8	3000000	4000000	372
chr8	4000000	5000000	364
chr8	5000000	6000000	318
chr8	6000000	7000000	331
chr8	7000000	8000000	356
chr8	8000000	9000000	402
chr8	9000000	10000000	471
chr8	10000000	11000000	454
chr8	11000000	12000000	476
chr8	12000000	13000000	369
chr8	13000000	14000000	468
chr8	14000000	15000000	473
chr8	15000000	16000000	385
chr8	16000000	17000000	483
chr8	17000000	18000000	402
chr8	18000000	19000000	396
chr8	19000000	20000000	364
chr8	20000000	21000000	453
chr8	21000000	22000000	399
chr8	22000000	23000000	445
chr8	23000000	24000000	427
chr8	24000000	25000000	355
chr8	25000000	26000000	391
chr8	26000000	27000000	329
chr8	27000000	28000000	389
chr8	28000000	29000000	424
chr8	29000000	30000000	446
chr8	30000000	31000000	619
chr8	31000000	32000000	317
chr8	32000000	33000000	364
chr8	33000000	34000000	338
chr8	34000000	35000000	443
chr8	35000000	36000000	420
chr8	36000000	37000000	427
chr8	37000000	38000000	430
chr8	38000000	39000000	456
chr8	39000000	40000000	419
chr8	40000000	41000000	357
chr8	41000000	42000000	352
chr8	42000000	43000000	261
chr8	43000000	44000000	258
chr8	44000000	45000000	465
chr8	45000000	46000000	579
chr8	46000000	47000000	338
chr8	47000000	48000000	315
chr8	48000000	49000000	321
chr8	49000000	50000000	351
chr8	50000000	51000000	328
chr8	51000000	52000000	364
chr8	52000000	53000000	347
chr8	53000000	54000000	332
chr8	54000000	55000000	310
chr8	55000000	56000000	373
chr8	56000000	57000000	371
chr8	57000000	58000000	677
chr8	58000000	59000000	712
chr8	59000000	60000000	499
chr8	60000000	61000000	284
chr8	61000000	62000000	225
chr8	62000000	63000000	12
chr8	63000000	64000000	1
chr8	64000000	65000000	236
chr8	65000000	66000000	478
chr8	66000000	67000000	349
chr8	67000000	68000000	376
chr8	68000000	69000000	361
chr8	69000000	70000000	387
chr8	70000000	71000000	324
chr8	71000000	72000000	427
chr8	72000000	73000000	472
chr8	73000000	74000000	450
chr8	74000000	75000000	422
chr8	75000000	76000000	531
chr8	76000000	77000000	379
chr8	77000000	78000000	535
chr8	78000000	79000000	409
chr8	79000000	80000000	387
chr8	80000000	81000000	388
chr8	81000000	82000000	439
chr8	82000000	83000000	374
chr8	83000000	84000000	437
chr8	84000000	85000000	341
chr8	85000000	86000000	399
chr8	86000000	87000000	401
chr8	87000000	88000000	390
chr8	88000000	89000000	461
chr8	89000000	90000000	465
chr8	90000000	91000000	380
chr8	91000000	92000000	480
chr8	92000000	93000000	329
chr8	93000000	94000000	462
chr8	94000000	95000000	394
chr8	95000000	96000000	514
chr8	96000000	97000000	461
chr8	97000000	98000000	331
chr8	98000000	99000000	402
chr8	99000000	100000000	460
chr8	100000000	101000000	375
chr8	101000000	102000000	372
chr8	102000000	103000000	324
chr8	103000000	104000000	392
chr8	104000000	105000000	408
chr8	105000000	106000000	407
chr8	106000000	107000000	376
chr8	107000000	108000000	494
chr8	108000000	109000000	402
chr8	109000000	110000000	367
chr8	110000000	111000000	412
chr8	111000000	112000000	330
chr8	112000000	113000000	393
chr8	113000000	114000000	335
chr8	114000000	115000000	409
chr8	115000000	116000000	373
chr8	116000000	117000000	397
chr8	117000000	118000000	391
chr8	118000000	119000000	316
chr8	119000000	120000000	416
chr8	120000000	121000000	344
chr8	121000000	122000000	391
chr8	122000000	123000000	404
chr8	123000000	124000000	459
chr8	124000000	125000000	383
chr8	125000000	126000000	396
chr8	126000000	127000000	991
chr8	127000000	128000000	16
chr8	128000000	129000000	4
chr8	129000000	130000000	306
chr8	130000000	131000000	347
chr8	131000000	132000000	4
chr8	132000000	133000000	6
chr8	133000000	134000000	8
chr8	134000000	134185266	0
chr9	0	1000000	6
chr9	1000000	2000000	7
chr9	2000000	3000000	312
chr9	3000000	4000000	442
chr9	4000000	5000000	29
chr9	5000000	6000000	30
chr9	6000000	7000000	0
chr9	7000000	8000000	0
chr9	8000000	9000000	42
chr9	9000000	10000000	374
chr9	10000000	11000000	290
chr9	11000000	12000000	338
chr9	12000000	13000000	328
chr9	13000000	14000000	364
chr9	14000000	15000000	388
chr9	15000000	16000000	354
chr9	16000000	17000000	358
chr9	17000000	18000000	371
chr9	18000000	19000000	408
chr9	19000000	20000000	371
chr9	20000000	21000000	388
chr9	21000000	22000000	462
chr9	22000000	23000000	425
chr9	23000000	24000000	385
chr9	24000000	25000000	411
chr9	25000000	26000000	431
chr9	26000000	27000000	434
chr9	27000000	28000000	542
chr9	28000000	29000000	416
chr9	29000000	30000000	571
chr9	30000000	31000000	419
chr9	31000000	32000000	470
chr9	32000000	33000000	316
chr9	33000000	34000000	376
chr9	34000000	35000000	459
chr9	35000000	36000000	373
chr9	36000000	37000000	315
chr9	37000000	38000000	325
chr9	38000000	39000000	418
chr9	39000000	40000000	356
chr9	40000000	41000000	366
chr9	41000000	42000000	339
chr9	42000000	43000000	449
chr9	43000000	44000000	371
chr9	44000000	45000000	421
chr9	45000000	46000000	366
chr9	46000000	47000000	415
chr9	47000000	48000000	383
chr9	48000000	49000000	407
chr9	49000000	50000000	368
chr9	50000000	51000000	405
chr9	51000000	52000000	361
chr9	52000000	53000000	413
chr9	53000000	54000000	323
chr9	54000000	55000000	487
chr9	55000000	56000000	374
chr9	56000000	57000000	453
chr9	57000000	58000000	283
chr9	58000000	59000000	126
chr9	59000000	60000000	257
chr9	60000000	61000000	307
chr9	61000000	62000000	321
chr9	62000000	63000000	409
chr9	63000000	64000000	347
chr9	64000000	65000000	443
chr9	65000000	66000000	376
chr9	66000000	67000000	361
chr9	67000000	68000000	580
chr9	68000000	69000000	397
chr9	69000000	70000000	355
chr9	70000000	71000000	380
chr9	71000000	72000000	364
chr9	72000000	73000000	346
chr9	73000000	74000000	331
chr9	74000000	75000000	276
chr9	75000000	76000000	301
chr9	76000000	77000000	399
chr9	77000000	78000000	460
chr9	78000000	79000000	362
chr9	79000000	80000000	560
chr9	80000000	81000000	467
chr9	81000000	82000000	397
chr9	82000000	83000000	511
chr9	83000000	84000000	371
chr9	84000000	85000000	372
chr9	85000000	86000000	413
chr9	86000000	87000000	411
chr9	87000000	88000000	360
chr9	88000000	89000000	324
chr9	89000000	90000000	429
chr9	90000000	91000000	329
chr9	91000000	92000000	333
chr9	92000000	93000000	356
chr9	93000000	94000000	375
chr9	94000000	95000000	393
chr9	95000000	96000000	344
chr9	96000000	97000000	405
chr9	97000000	98000000	405
chr9	98000000	99000000	382
chr9	99000000	100000000	426
chr9	100000000	101000000	423
chr9	101000000	102000000	381
chr9	102000000	103000000	469
chr9	103000000	104000000	371
chr9	104000000	105000000	376
chr9	105000000	106000000	400
chr9	106000000	107000000	444
chr9	107000000	108000000	373
chr9	108000000	109000000	394
chr9	109000000	110000000	355
chr9	110000000	111000000	346
chr9	111000000	112000000	367
chr9	112000000	113000000	453
chr9	113000000	114000000	423
chr9	114000000	115000000	387
chr9	115000000	116000000	335
chr9	116000000	117000000	408
chr9	117000000	118000000	439
chr9	118000000	119000000	444
chr9	119000000	120000000	455
chr9	120000000	121000000	361
chr9	121000000	122000000	376
chr9	122000000	123000000	403
chr9	123000000	124000000	342
chr9	124000000	125000000	341
chr9	125000000	126000000	361
chr9	126000000	127000000	499
chr9	127000000	128000000	438
chr9	128000000	129000000	147
chr9	129000000	130000000	2
chr9	130000000	131000000	4
chr9	131000000	132000000	1
chr9	132000000	133000000	6
chr9	133000000	133551988	1
chr10	0	1000000	306
chr10	1000000	2000000	332
chr10	2000000	3000000	362
chr10	3000000	4000000	364
chr10	4000000	5000000	309
chr10	5000000	6000000	395
chr10	6000000	7000000	336
chr10	7000000	8000000	322
chr10	8000000	9000000	443
chr10	9000000	10000000	392
chr10	10000000	11000000	340
chr10	11000000	12000000	424
chr10	12000000	13000000	537
chr10	13000000	14000000	308
chr10	14000000	15000000	300
chr10	15000000	16000000	396
chr10	16000000	17000000	399
chr10	17000000	18000000	369
chr10	18000000	19000000	360
chr10	19000000	20000000	409
chr10	20000000	21000000	460
chr10	21000000	22000000	412
chr10	22000000	23000000	465
chr10	23000000	24000000	407
chr10	24000000	25000000	349
chr10	25000000	26000000	349
chr10	26000000	27000000	455
chr10	27000000	28000000	362
chr10	28000000	29000000	326
chr10	29000000	30000000	396
chr10	30000000	31000000	446
chr10	31000000	32000000	392
chr10	32000000	33000000	422
chr10	33000000	34000000	344
chr10	34000000	35000000	411
chr10	35000000	36000000	364
chr10	36000000	37000000	309
chr10	37000000	38000000	471
chr10	38000000	39000000	418
chr10	39000000	40000000	272
chr10	40000000	41000000	414
chr10	41000000	42000000	375
chr10	42000000	43000000	315
chr10	43000000	44000000	336
chr10	44000000	45000000	326
chr10	45000000	46000000	359
chr10	46000000	47000000	367
chr10	47000000	48000000	347
chr10	48000000	49000000	383
chr10	49000000	50000000	374
chr10	50000000	51000000	412
chr10	51000000	52000000	452
chr10	52000000	53000000	364
chr10	53000000	54000000	263
chr10	54000000	55000000	336
chr10	55000000	56000000	388
chr10	56000000	57000000	360
chr10	57000000	58000000	344
chr10	58000000	59000000	398
chr10	59000000	60000000	436
chr10	60000000	61000000	386
chr10	61000000	62000000	402
chr10	62000000	63000000	411
chr10	63000000	64000000	393
chr10	64000000	65000000	359
chr10	65000000	66000000	375
chr10	66000000	67000000	338
chr10	67000000	68000000	368
chr10	68000000	69000000	389
chr10	69000000	70000000	357
chr10	70000000	71000000	384
chr10	71000000	72000000	288
chr10	72000000	73000000	316
chr10	73000000	74000000	369
chr10	74000000	75000000	370
chr10	75000000	76000000	308
chr10	76000000	77000000	312
chr10	77000000	78000000	316
chr10	78000000	79000000	283
chr10	79000000	80000000	727
chr10	80000000	81000000	1236
chr10	81000000	82000000	401
chr10	82000000	83000000	484
chr10	83000000	84000000	391
chr10	84000000	85000000	412
chr10	85000000	86000000	400
chr10	86000000	87000000	345
chr10	87000000	88000000	483
chr10	88000000	89000000	342
chr10	89000000	90000000	411
chr10	90000000	91000000	462
chr10	91000000	92000000	417
chr10	92000000	93000000	393
chr10	93000000	94000000	426
chr10	94000000	95000000	458
chr10	95000000	96000000	425
chr10	96000000	97000000	417
chr10	97000000	98000000	440
chr10	98000000	99000000	420
chr10	99000000	100000000	429
chr10	100000000	101000000	386
chr10	101000000	102000000	493
chr10	102000000	103000000	412
chr10	103000000	104000000	383
chr10	104000000	105000000	352
chr10	105000000	106000000	456
chr10	106000000	107000000	381
chr10	107000000	108000000	329
chr10	108000000	109000000	427
chr10	109000000	110000000	484
chr10	110000000	111000000	706
chr10	111000000	112000000	513
chr10	112000000	113000000	634
chr10	113000000	114000000	483
chr10	114000000	115000000	520
chr10	115000000	116000000	443
chr10	116000000	117000000	457
chr10	117000000	118000000	390
chr10	118000000	119000000	318
chr10	119000000	120000000	395
chr10	120000000	121000000	324
chr10	121000000	122000000	357
chr10	122000000	123000000	321
chr10	123000000	124000000	320
chr10	124000000	125000000	371
chr10	125000000	126000000	401
chr10	126000000	126667500	215
chr11	0	1000000	171
chr11	1000000	2000000	0
chr11	2000000	3000000	0
chr11	3000000	4000000	121
chr11	4000000	5000000	158
chr11	5000000	6000000	277
chr11	6000000	7000000	313
chr11	7000000	8000000	336
chr11	8000000	9000000	382
chr11	9000000	10000000	427
chr11	10000000	11000000	334
chr11	11000000	12000000	447
chr11	12000000	13000000	382
chr11	13000000	14000000	326
chr11	14000000	15000000	264
chr11	15000000	16000000	340
chr11	16000000	17000000	363
chr11	17000000	18000000	398
chr11	18000000	19000000	432
chr11	19000000	20000000	505
chr11	20000000	21000000	448
chr11	21000000	22000000	407
chr11	22000000	23000000	396
chr11	23000000	24000000	389
chr11	24000000	25000000	354
chr11	25000000	26000000	353
chr11	26000000	27000000	410
chr11	27000000	28000000	474
chr11	28000000	29000000	357
chr11	29000000	30000000	360
chr11	30000000	31000000	538
chr11	31000000	32000000	376
chr11	32000000	33000000	373
chr11	33000000	34000000	379
chr11	34000000	35000000	329
chr11	35000000	36000000	326
chr11	36000000	37000000	434
chr11	37000000	38000000	416
chr11	38000000	39000000	388
chr11	39000000	40000000	371
chr11	40000000	41000000	334
chr11	41000000	42000000	405
chr11	42000000	43000000	445
chr11	43000000	44000000	337
chr11	44000000	45000000	353
chr11	45000000	46000000	371
chr11	46000000	47000000	328
chr11	47000000	48000000	399
chr11	48000000	49000000	382
chr11	49000000	50000000	383
chr11	50000000	51000000	398
chr11	51000000	52000000	343
chr11	52000000	53000000	504
chr11	53000000	54000000	437
chr11	54000000	55000000	372
chr11	55000000	56000000	309
chr11	56000000	57000000	549
chr11	57000000	58000000	332
chr11	58000000	59000000	342
chr11	59000000	60000000	440
chr11	60000000	61000000	397
chr11	61000000	62000000	384
chr11	62000000	63000000	330
chr11	63000000	64000000	335
chr11	64000000	65000000	388
chr11	65000000	66000000	356
chr11	66000000	67000000	379
chr11	67000000	68000000	344
chr11	68000000	69000000	356
chr11	69000000	70000000	336
chr11	70000000	71000000	268
chr11	71000000	72000000	388
chr11	72000000	73000000	313
chr11	73000000	74000000	381
chr11	74000000	75000000	348
chr11	75000000	76000000	358
chr11	76000000	77000000	417
chr11	77000000	78000000	341
chr11	78000000	79000000	399
chr11	79000000	80000000	334
chr11	80000000	81000000	368
chr11	81000000	82000000	409
chr11	82000000	83000000	281
chr11	83000000	84000000	377
chr11	84000000	85000000	373
chr11	85000000	86000000	606
chr11	86000000	87000000	618
chr11	87000000	88000000	307
chr11	88000000	89000000	410
chr11	89000000	90000000	337
chr11	90000000	91000000	440
chr11	91000000	92000000	438
chr11	92000000	93000000	401
chr11	93000000	94000000	363
chr11	94000000	95000000	342
chr11	95000000	96000000	331
chr11	96000000	97000000	388
chr11	97000000	98000000	470
chr11	98000000	99000000	389
chr11	99000000	100000000	336
chr11	100000000	101000000	364
chr11	101000000	102000000	397
chr11	102000000	103000000	338
chr11	103000000	104000000	555
chr11	104000000	105000000	342
chr11	105000000	106000000	390
chr11	106000000	107000000	461
chr11	107000000	108000000	376
chr11	108000000	109000000	324
chr11	109000000	110000000	407
chr11	110000000	111000000	340
chr11	111000000	112000000	313
chr11	112000000	113000000	470
chr11	113000000	114000000	448
chr11	114000000	115000000	439
chr11	115000000	116000000	480
chr11	116000000	117000000	511
chr11	117000000	118000000	305
chr11	118000000	119000000	498
chr11	119000000	120000000	275
chr11	120000000	121000000	29
chr11	121000000	122000000	0
chr11	122000000	123000000	0
chr11	123000000	124000000	87
chr11	124000000	125000000	0
chr11	125000000	125803812	0
chr12	0	1000000	162
chr12	1000000	2000000	3
chr12	2000000	3000000	0
chr12	3000000	4000000	0
chr12	4000000	5000000	5
chr12	5000000	6000000	25
chr12	6000000	7000000	3
chr12	7000000	8000000	0
chr12	8000000	9000000	86
chr12	9000000	10000000	195
chr12	10000000	11000000	596
chr12	11000000	12000000	482
chr12	12000000	13000000	366
chr12	13000000	14000000	344
chr12	14000000	15000000	351
chr12	15000000	16000000	363
chr12	16000000	17000000	334
chr12	17000000	18000000	328
chr12	18000000	19000000	362
chr12	19000000	20000000	372
chr12	20000000	21000000	434
chr12	21000000	22000000	343
chr12	22000000	23000000	371
chr12	23000000	24000000	389
chr12	24000000	25000000	516
chr12	25000000	26000000	531
chr12	26000000	27000000	392
chr12	27000000	28000000	382
chr12	28000000	29000000	342
chr12	29000000	30000000	436
chr12	30000000	31000000	491
chr12	31000000	32000000	493
chr12	32000000	33000000	436
chr12	33000000	34000000	428
chr12	34000000	35000000	424
chr12	35000000	36000000	414
chr12	36000000	37000000	422
chr12	37000000	38000000	467
chr12	38000000	39000000	409
chr12	39000000	40000000	386
chr12	40000000	41000000	356
chr12	41000000	42000000	393
chr12	42000000	43000000	395
chr12	43000000	44000000	458
chr12	44000000	45000000	393
chr12	45000000	46000000	389
chr12	46000000	47000000	409
chr12	47000000	48000000	330
chr12	48000000	49000000	344
chr12	49000000	50000000	432
chr12	50000000	51000000	402
chr12	51000000	52000000	333
chr12	52000000	53000000	313
chr12	53000000	54000000	366
chr12	54000000	55000000	361
chr12	55000000	56000000	240
chr12	56000000	57000000	366
chr12	57000000	58000000	333
chr12	58000000	59000000	366
chr12	59000000	60000000	370
chr12	60000000	61000000	490
chr12	61000000	62000000	529
chr12	62000000	63000000	464
chr12	63000000	64000000	405
chr12	64000000	65000000	352
chr12	65000000	66000000	407
chr12	66000000	67000000	434
chr12	67000000	68000000	356
chr12	68000000	69000000	557
chr12	69000000	70000000	346
chr12	70000000	71000000	409
chr12	71000000	72000000	551
chr12	72000000	73000000	414
chr12	73000000	74000000	621
chr12	74000000	75000000	393
chr12	75000000	76000000	378
chr12	76000000	77000000	394
chr12	77000000	78000000	414
chr12	78000000	79000000	378
chr12	79000000	80000000	399
chr12	80000000	81000000	355
chr12	81000000	82000000	418
chr12	82000000	83000000	431
chr12	83000000	84000000	372
chr12	84000000	85000000	625
chr12	85000000	86000000	325
chr12	86000000	87000000	393
chr12	87000000	88000000	416
chr12	88000000	89000000	312
chr12	89000000	90000000	520
chr12	90000000	91000000	494
chr12	91000000	92000000	519
chr12	92000000	93000000	459
chr12	93000000	94000000	359
chr12	94000000	95000000	365
chr12	95000000	96000000	329
chr12	96000000	97000000	329
chr12	97000000	98000000	393
chr12	98000000	99000000	319
chr12	99000000	100000000	319
chr12	100000000	101000000	374
chr12	101000000	102000000	529
chr12	102000000	103000000	446
chr12	103000000	104000000	410
chr12	104000000	105000000	337
chr12	105000000	106000000	321
chr12	106000000	107000000	531
chr12	107000000	108000000	324
chr12	108000000	109000000	364
chr12	109000000	110000000	429
chr12	110000000	111000000	442
chr12	111000000	112000000	473
chr12	112000000	113000000	388
chr12	113000000	114000000	384
chr12	114000000	115000000	441
chr12	115000000	116000000	371
chr12	116000000	117000000	348
chr12	117000000	118000000	357
chr12	118000000	119000000	376
chr12	119000000	120000000	298
chr12	120000000	121000000	353
chr12	121000000	122000000	335
chr12	122000000	123000000	412
chr12	123000000	123474991	22
chr13	0	1000000	354
chr13	1000000	2000000	497
chr13	2000000	3000000	385
chr13	3000000	4000000	391
chr13	4000000	5000000	371
chr13	5000000	6000000	409
chr13	6000000	7000000	416
chr13	7000000	8000000	380
chr13	8000000	9000000	336
chr13	9000000	10000000	439
chr13	10000000	11000000	472
chr13	11000000	12000000	368
chr13	12000000	13000000	321
chr13	13000000	14000000	339
chr13	14000000	15000000	394
chr13	15000000	16000000	417
chr13	16000000	17000000	436
chr13	17000000	18000000	371
chr13	18000000	19000000	321
chr13	19000000	20000000	324
chr13	20000000	21000000	374
chr13	21000000	22000000	529
chr13	22000000	23000000	315
chr13	23000000	24000000	352
chr13	24000000	25000000	363
chr13	25000000	26000000	405
chr13	26000000	27000000	387
chr13	27000000	28000000	456
chr13	28000000	29000000	411
chr13	29000000	30000000	334
chr13	30000000	31000000	443
chr13	31000000	32000000	350
chr13	32000000	33000000	377
chr13	33000000	34000000	364
chr13	34000000	35000000	352
chr13	35000000	36000000	410
chr13	36000000	37000000	333
chr13	37000000	38000000	362
chr13	38000000	39000000	388
chr13	39000000	40000000	381
chr13	40000000	41000000	335
chr13	41000000	42000000	388
chr13	42000000	43000000	320
chr13	43000000	44000000	362
chr13	44000000	45000000	317
chr13	45000000	46000000	329
chr13	46000000	47000000	318
chr13	47000000	48000000	364
chr13	48000000	49000000	292
chr13	49000000	50000000	323
chr13	50000000	51000000	392
chr13	51000000	52000000	300
chr13	52000000	53000000	366
chr13	53000000	54000000	402
chr13	54000000	55000000	372
chr13	55000000	56000000	376
chr13	56000000	57000000	306
chr13	57000000	58000000	351
chr13	58000000	59000000	340
chr13	59000000	60000000	400
chr13	60000000	61000000	375
chr13	61000000	62000000	375
chr13	62000000	63000000	390
chr13	63000000	64000000	304
chr13	64000000	65000000	319
chr13	65000000	66000000	456
chr13	66000000	67000000	398
chr13	67000000	68000000	385
chr13	68000000	69000000	343
chr13	69000000	70000000	502
chr13	70000000	71000000	418
chr13	71000000	72000000	350
chr13	72000000	73000000	374
chr13	73000000	74000000	374
chr13	74000000	75000000	375
chr13	75000000	76000000	406
chr13	76000000	77000000	353
chr13	77000000	78000000	405
chr13	78000000	79000000	416
chr13	79000000	80000000	334
chr13	80000000	81000000	350
chr13	81000000	82000000	360
chr13	82000000	83000000	350
chr13	83000000	84000000	353
chr13	84000000	85000000	376
chr13	85000000	86000000	513
chr13	86000000	87000000	323
chr13	87000000	88000000	247
chr13	88000000	89000000	325
chr13	89000000	90000000	355
chr13	90000000	91000000	524
chr13	91000000	92000000	345
chr13	92000000	93000000	513
chr13	93000000	94000000	407
chr13	94000000	95000000	335
chr13	95000000	96000000	342
chr13	96000000	97000000	375
chr13	97000000	98000000	388
chr13	98000000	99000000	355
chr13	99000000	100000000	425
chr13	100000000	101000000	432
chr13	101000000	102000000	376
chr13	102000000	103000000	492
chr13	103000000	104000000	337
chr13	104000000	105000000	362
chr13	105000000	106000000	348
chr13	106000000	107000000	356
chr13	107000000	108000000	418
chr13	108000000	109000000	335
chr13	109000000	110000000	375
chr13	110000000	111000000	398
chr13	111000000	112000000	361
chr13	112000000	113000000	297
chr13	113000000	114000000	411
chr13	114000000	115000000	320
chr13	115000000	116000000	265
chr13	116000000	117000000	385
chr13	117000000	118000000	282
chr13	118000000	119000000	298
chr13	119000000	120000000	305
chr13	120000000	121000000	293
chr13	121000000	121653570	192
chr14	0	1000000	371
chr14	1000000	2000000	351
chr14	2000000	3000000	368
chr14	3000000	4000000	364
chr14	4000000	5000000	494
chr14	5000000	6000000	356
chr14	6000000	7000000	375
chr14	7000000	8000000	343
chr14	8000000	9000000	351
chr14	9000000	10000000	383
chr14	10000000	11000000	474
chr14	11000000	12000000	409
chr14	12000000	13000000	394
chr14	13000000	14000000	385
chr14	14000000	15000000	449
chr14	15000000	16000000	465
chr14	16000000	17000000	411
chr14	17000000	18000000	389
chr14	18000000	19000000	501
chr14	19000000	20000000	370
chr14	20000000	21000000	341
chr14	21000000	22000000	349
chr14	22000000	23000000	321
chr14	23000000	24000000	341
chr14	24000000	25000000	451
chr14	25000000	26000000	448
chr14	26000000	27000000	446
chr14	27000000	28000000	390
chr14	28000000	29000000	402
chr14	29000000	30000000	432
chr14	30000000	31000000	420
chr14	31000000	32000000	372
chr14	32000000	33000000	348
chr14	33000000	34000000	344
chr14	34000000	35000000	431
chr14	35000000	36000000	378
chr14	36000000	37000000	341
chr14	37000000	38000000	505
chr14	38000000	39000000	346
chr14	39000000	40000000	427
chr14	40000000	41000000	444
chr14	41000000	42000000	414
chr14	42000000	43000000	365
chr14	43000000	44000000	344
chr14	44000000	45000000	347
chr14	45000000	46000000	413
chr14	46000000	47000000	316
chr14	47000000	48000000	435
chr14	48000000	49000000	326
chr14	49000000	50000000	315
chr14	50000000	51000000	349
chr14	51000000	52000000	389
chr14	52000000	53000000	398
chr14	53000000	54000000	482
chr14	54000000	55000000	373
chr14	55000000	56000000	530
chr14	56000000	57000000	451
chr14	57000000	58000000	595
chr14	58000000	59000000	348
chr14	59000000	60000000	359
chr14	60000000	61000000	363
chr14	61000000	62000000	452
chr14	62000000	63000000	385
chr14	63000000	64000000	376
chr14	64000000	65000000	368
chr14	65000000	66000000	341
chr14	66000000	67000000	380
chr14	67000000	68000000	372
chr14	68000000	69000000	336
chr14	69000000	70000000	364
chr14	70000000	71000000	396
chr14	71000000	72000000	506
chr14	72000000	73000000	412
chr14	73000000	74000000	361
chr14	74000000	75000000	327
chr14	75000000	76000000	389
chr14	76000000	77000000	402
chr14	77000000	78000000	417
chr14	78000000	79000000	399
chr14	79000000	80000000	319
chr14	80000000	81000000	396
chr14	81000000	82000000	405
chr14	82000000	83000000	384
chr14	83000000	84000000	371
chr14	84000000	85000000	440
chr14	85000000	86000000	374
chr14	86000000	87000000	356
chr14	87000000	88000000	530
chr14	88000000	89000000	506
chr14	89000000	90000000	413
chr14	90000000	91000000	374
chr14	91000000	92000000	351
chr14	92000000	93000000	417
chr14	93000000	94000000	422
chr14	94000000	95000000	407
chr14	95000000	96000000	300
chr14	96000000	97000000	331
chr14	97000000	98000000	345
chr14	98000000	99000000	377
chr14	99000000	100000000	491
chr14	100000000	101000000	453
chr14	101000000	102000000	706
chr14	102000000	103000000	456
chr14	103000000	104000000	457
chr14	104000000	105000000	388
chr14	105000000	106000000	332
chr14	106000000	107000000	286
chr14	107000000	108000000	533
chr14	108000000	109000000	537
chr14	109000000	110000000	514
chr14	110000000	111000000	412
chr14	111000000	112000000	479
chr14	112000000	113000000	437
chr14	113000000	114000000	343
chr14	114000000	114720979	352
chr15	0	1000000	342
chr15	1000000	2000000	427
chr15	2000000	3000000	355
chr15	3000000	4000000	393
chr15	4000000	5000000	276
chr15	5000000	6000000	360
chr15	6000000	7000000	363
chr15	7000000	8000000	471
chr15	8000000	9000000	418
chr15	9000000	10000000	391
chr15	10000000	11000000	398
chr15	11000000	12000000	351
chr15	12000000	13000000	354
chr15	13000000	14000000	382
chr15	14000000	15000000	369
chr15	15000000	16000000	345
chr15	16000000	17000000	303
chr15	17000000	18000000	546
chr15	18000000	19000000	555
chr15	19000000	20000000	429
chr15	20000000	21000000	423
chr15	21000000	22000000	431
chr15	22000000	23000000	426
chr15	23000000	24000000	468
chr15	24000000	25000000	429
chr15	25000000	26000000	426
chr15	26000000	27000000	382
chr15	27000000	28000000	413
chr15	28000000	29000000	439
chr15	29000000	30000000	381
chr15	30000000	31000000	349
chr15	31000000	32000000	390
chr15	32000000	33000000	447
chr15	33000000	34000000	432
chr15	34000000	35000000	361
chr15	35000000	36000000	397
chr15	36000000	37000000	393
chr15	37000000	38000000	543
chr15	38000000	39000000	413
chr15	39000000	40000000	419
chr15	40000000	41000000	476
chr15	41000000	42000000	492
chr15	42000000	43000000	419
chr15	43000000	44000000	432
chr15	44000000	45000000	369
