Chromosome	Start	End	Overlap	density	midpoint
chr5	8000001	9000000	298022	0.298022	8500000
chr5	8500001	9500000	320293	0.320293	9000000
chr5	9000001	10000000	321550	0.32155	9500000
chr5	9500001	10500000	347081	0.347081	10000000
chr5	10000001	11000000	458069	0.458069	10500000
chr5	10500001	11500000	560344	0.560344	11000000
chr5	11000001	12000000	568957	0.568957	11500000
chr5	11500001	12500000	452533	0.452533	12000000
chr5	12000001	13000000	262194	0.262194	12500000
chr5	12500001	13500000	251351	0.251351	13000000
chr5	13000001	14000000	337183	0.337183	13500000
chr5	13500001	14500000	397516	0.397516	14000000
chr5	14000001	15000000	374715	0.374715	14500000
chr5	14500001	15500000	331882	0.331882	15000000
chr5	15000001	16000000	365926	0.365926	15500000
chr5	15500001	16500000	372242	0.372242	16000000
chr5	16000001	17000000	347321	0.347321	16500000
chr5	16500001	17500000	309846	0.309846	17000000
chr5	17000001	18000000	345724	0.345724	17500000
chr5	17500001	18500000	373691	0.373691	18000000
chr5	18000001	19000000	347304	0.347304	18500000
chr5	18500001	19500000	366124	0.366124	19000000
chr5	19000001	20000000	335035	0.335035	19500000
chr5	19500001	20500000	323804	0.323804	20000000
chr5	20000001	21000000	365459	0.365459	20500000
chr5	20500001	21500000	349759	0.349759	21000000
chr5	21000001	22000000	324734	0.324734	21500000
chr5	21500001	22500000	354682	0.354682	22000000
chr5	22000001	23000000	414991	0.414991	22500000
chr5	22500001	23500000	380110	0.38011	23000000
chr5	23000001	24000000	325684	0.325684	23500000
chr5	23500001	24500000	398455	0.398455	24000000
chr5	24000001	25000000	459603	0.459603	24500000
chr5	24500001	25500000	394589	0.394589	25000000
chr5	25000001	26000000	365147	0.365147	25500000
chr5	25500001	26500000	491811	0.491811	26000000
chr5	26000001	27000000	530720	0.53072	26500000
chr5	26500001	27500000	435904	0.435904	27000000
chr5	27000001	28000000	403657	0.403657	27500000
chr5	27500001	28500000	450127	0.450127	28000000
chr5	28000001	29000000	448177	0.448177	28500000
chr5	28500001	29500000	452696	0.452696	29000000
chr5	29000001	30000000	462434	0.462434	29500000
chr5	29500001	30500000	366959	0.366959	30000000
chr5	30000001	31000000	387613	0.387613	30500000
chr5	30500001	31500000	441145	0.441145	31000000
chr5	31000001	32000000	471694	0.471694	31500000
chr5	31500001	32500000	494370	0.49437	32000000
chr5	32000001	33000000	462954	0.462954	32500000
chr5	32500001	33500000	449659	0.449659	33000000
chr5	33000001	34000000	428241	0.428241	33500000
chr5	33500001	34500000	386283	0.386283	34000000
chr5	34000001	35000000	363547	0.363547	34500000
chr5	34500001	35500000	416395	0.416395	35000000
chr5	35000001	36000000	445983	0.445983	35500000
chr5	35500001	36500000	435317	0.435317	36000000
chr5	36000001	37000000	446469	0.446469	36500000
chr5	36500001	37500000	432875	0.432875	37000000
chr5	37000001	38000000	394556	0.394556	37500000
chr5	37500001	38500000	403143	0.403143	38000000
chr5	38000001	39000000	443175	0.443175	38500000
chr5	38500001	39500000	461780	0.46178	39000000
chr5	39000001	40000000	445544	0.445544	39500000
chr5	39500001	40500000	414500	0.4145	40000000
chr5	40000001	41000000	426179	0.426179	40500000
chr5	40500001	41500000	370828	0.370828	41000000
chr5	41000001	42000000	310280	0.31028	41500000
chr5	41500001	42500000	288258	0.288258	42000000
chr5	42000001	43000000	246204	0.246204	42500000
chr5	42500001	43500000	230016	0.230016	43000000
chr5	43000001	44000000	276009	0.276009	43500000
chr5	43500001	44500000	386405	0.386405	44000000
chr5	44000001	45000000	435027	0.435027	44500000
chr5	44500001	45500000	428880	0.42888	45000000
chr5	45000001	46000000	439824	0.439824	45500000
chr5	45500001	46500000	445323	0.445323	46000000
chr5	46000001	47000000	359198	0.359198	46500000
chr5	46500001	47500000	354483	0.354483	47000000
chr5	47000001	48000000	403839	0.403839	47500000
chr5	47500001	48500000	439441	0.439441	48000000
chr5	48000001	49000000	471967	0.471967	48500000
chr5	48500001	49500000	484941	0.484941	49000000
chr5	49000001	50000000	540896	0.540896	49500000
chr5	49500001	50500000	514681	0.514681	50000000
chr5	50000001	51000000	488068	0.488068	50500000
chr5	50500001	51500000	544463	0.544463	51000000
chr5	51000001	52000000	529663	0.529663	51500000
chr5	51500001	52500000	460879	0.460879	52000000
chr5	52000001	53000000	551675	0.551675	52500000
chr5	52500001	53500000	700934	0.700934	53000000
chr5	53000001	54000000	601976	0.601976	53500000
chr5	53500001	54500000	454386	0.454386	54000000
chr5	54000001	55000000	447906	0.447906	54500000
chr5	54500001	55500000	364805	0.364805	55000000
chr5	55000001	56000000	360896	0.360896	55500000
chr5	55500001	56500000	440353	0.440353	56000000
chr5	56000001	57000000	431818	0.431818	56500000
chr5	56500001	57500000	370165	0.370165	57000000
chr5	57000001	58000000	374226	0.374226	57500000
chr5	57500001	58500000	479767	0.479767	58000000
chr5	58000001	59000000	516213	0.516213	58500000
chr5	58500001	59500000	497423	0.497423	59000000
chr5	59000001	60000000	495416	0.495416	59500000
chr5	59500001	60500000	487029	0.487029	60000000
chr5	60000001	61000000	363534	0.363534	60500000
chr5	60500001	61500000	303544	0.303544	61000000
chr5	61000001	62000000	429836	0.429836	61500000
chr5	61500001	62500000	535714	0.535714	62000000
chr5	62000001	63000000	570286	0.570286	62500000
chr5	62500001	63500000	504934	0.504934	63000000
chr5	63000001	64000000	549175	0.549175	63500000
chr5	63500001	64500000	524625	0.524625	64000000
chr5	64000001	65000000	373479	0.373479	64500000
chr5	64500001	65500000	359784	0.359784	65000000
chr5	65000001	66000000	392326	0.392326	65500000
chr5	65500001	66500000	431520	0.43152	66000000
chr5	66000001	67000000	403144	0.403144	66500000
chr5	66500001	67500000	387773	0.387773	67000000
chr5	67000001	68000000	473220	0.47322	67500000
chr5	67500001	68500000	440458	0.440458	68000000
chr5	68000001	69000000	362494	0.362494	68500000
chr5	68500001	69500000	435214	0.435214	69000000
chr5	69000001	70000000	458812	0.458812	69500000
chr5	69500001	70500000	480723	0.480723	70000000
chr5	70000001	71000000	500064	0.500064	70500000
chr5	70500001	71500000	480125	0.480125	71000000
chr5	71000001	72000000	484588	0.484588	71500000
chr5	71500001	72500000	422475	0.422475	72000000
chr5	72000001	73000000	527294	0.527294	72500000
chr5	72500001	73500000	547175	0.547175	73000000
chr5	73000001	74000000	414117	0.414117	73500000
chr5	73500001	74500000	452719	0.452719	74000000
chr5	74000001	75000000	475757	0.475757	74500000
chr5	74500001	75500000	487475	0.487475	75000000
chr5	75000001	76000000	534067	0.534067	75500000
chr5	75500001	76500000	540631	0.540631	76000000
chr5	76000001	77000000	529865	0.529865	76500000
chr5	76500001	77500000	500527	0.500527	77000000
chr5	77000001	78000000	449164	0.449164	77500000
chr5	77500001	78500000	499295	0.499295	78000000
chr5	78000001	79000000	548006	0.548006	78500000
chr5	78500001	79500000	596576	0.596576	79000000
chr5	79000001	80000000	581624	0.581624	79500000
chr5	79500001	80500000	474567	0.474567	80000000
chr5	80000001	81000000	421037	0.421037	80500000
chr5	80500001	81500000	491733	0.491733	81000000
chr5	81000001	82000000	790859	0.790859	81500000
chr5	81500001	82500000	997365	0.997365	82000000
chr5	82000001	83000000	890303	0.890303	82500000
chr5	82500001	83500000	627120	0.62712	83000000
chr5	83000001	84000000	448804	0.448804	83500000
chr5	83500001	84500000	450950	0.45095	84000000
chr5	84000001	85000000	426052	0.426052	84500000
chr5	84500001	85500000	393008	0.393008	85000000
chr5	85000001	86000000	377158	0.377158	85500000
chr5	85500001	86500000	354149	0.354149	86000000
chr5	86000001	87000000	311756	0.311756	86500000
chr5	86500001	87500000	294503	0.294503	87000000
chr5	87000001	88000000	399931	0.399931	87500000
chr5	87500001	88500000	519388	0.519388	88000000
chr5	88000001	89000000	545252	0.545252	88500000
chr5	88500001	89500000	500254	0.500254	89000000
chr5	89000001	90000000	531373	0.531373	89500000
chr5	89500001	90500000	478716	0.478716	90000000
chr5	90000001	91000000	412701	0.412701	90500000
chr5	90500001	91500000	477341	0.477341	91000000
chr5	91000001	92000000	510778	0.510778	91500000
chr5	91500001	92500000	533829	0.533829	92000000
chr5	92000001	93000000	532531	0.532531	92500000
chr5	92500001	93500000	481447	0.481447	93000000
chr5	93000001	94000000	382139	0.382139	93500000
chr5	93500001	94500000	339223	0.339223	94000000
chr5	94000001	95000000	374238	0.374238	94500000
chr5	94500001	95500000	498387	0.498387	95000000
chr5	95000001	96000000	606366	0.606366	95500000
chr5	95500001	96500000	589833	0.589833	96000000
chr5	96000001	97000000	512997	0.512997	96500000
chr5	96500001	97500000	359389	0.359389	97000000
chr5	97000001	98000000	371185	0.371185	97500000
chr5	97500001	98500000	417228	0.417228	98000000
chr5	98000001	99000000	446666	0.446666	98500000
chr5	98500001	99500000	427466	0.427466	99000000
chr5	99000001	100000000	400147	0.400147	99500000
chr5	99500001	100500000	441798	0.441798	100000000
chr5	100000001	101000000	488617	0.488617	100500000
chr5	100500001	101500000	479993	0.479993	101000000
chr5	101000001	102000000	438318	0.438318	101500000
chr5	101500001	102500000	496068	0.496068	102000000
chr5	102000001	103000000	460710	0.46071	102500000
chr5	102500001	103500000	415499	0.415499	103000000
chr5	103000001	104000000	481774	0.481774	103500000
chr5	103500001	104500000	624857	0.624857	104000000
chr5	104000001	105000000	645626	0.645626	104500000
chr5	104500001	105500000	515030	0.51503	105000000
chr5	105000001	106000000	509309	0.509309	105500000
chr5	105500001	106500000	566529	0.566529	106000000
chr5	106000001	107000000	518747	0.518747	106500000
chr5	106500001	107500000	572008	0.572008	107000000
chr5	107000001	108000000	654307	0.654307	107500000
chr5	107500001	108500000	571680	0.57168	108000000
chr5	108000001	109000000	593052	0.593052	108500000
chr5	108500001	109500000	685698	0.685698	109000000
chr5	109000001	110000000	590948	0.590948	109500000
chr5	109500001	110500000	401575	0.401575	110000000
chr5	110000001	111000000	417354	0.417354	110500000
chr5	110500001	111500000	578244	0.578244	111000000
chr5	111000001	112000000	571071	0.571071	111500000
chr5	111500001	112500000	528878	0.528878	112000000
chr5	112000001	113000000	510770	0.51077	112500000
chr5	112500001	113500000	446431	0.446431	113000000
chr5	113000001	114000000	488545	0.488545	113500000
chr5	113500001	114500000	590628	0.590628	114000000
chr5	114000001	115000000	579149	0.579149	114500000
chr5	114500001	115500000	513605	0.513605	115000000
chr5	115000001	116000000	511818	0.511818	115500000
chr5	115500001	116500000	478802	0.478802	116000000
chr5	116000001	117000000	427769	0.427769	116500000
chr5	116500001	117500000	492411	0.492411	117000000
chr5	117000001	118000000	569207	0.569207	117500000
chr5	117500001	118500000	514457	0.514457	118000000
chr5	118000001	119000000	398531	0.398531	118500000
chr5	118500001	119500000	427813	0.427813	119000000
chr5	119000001	120000000	434769	0.434769	119500000
chr5	119500001	120500000	452900	0.4529	120000000
chr5	120000001	121000000	514523	0.514523	120500000
chr5	120500001	121500000	483177	0.483177	121000000
chr5	121000001	122000000	432122	0.432122	121500000
chr5	121500001	122500000	425294	0.425294	122000000
chr5	122000001	123000000	407347	0.407347	122500000
chr5	122500001	123500000	409217	0.409217	123000000
chr5	123000001	124000000	415065	0.415065	123500000
chr5	123500001	124500000	384436	0.384436	124000000
chr5	124000001	125000000	442762	0.442762	124500000
chr5	124500001	125500000	460863	0.460863	125000000
chr5	125000001	126000000	424140	0.42414	125500000
chr5	125500001	126500000	501485	0.501485	126000000
chr5	126000001	127000000	527934	0.527934	126500000
chr5	126500001	127500000	430307	0.430307	127000000
chr5	127000001	128000000	474577	0.474577	127500000
chr5	127500001	128500000	518374	0.518374	128000000
chr5	128000001	129000000	462563	0.462563	128500000
chr5	128500001	129500000	459402	0.459402	129000000
chr5	129000001	130000000	461608	0.461608	129500000
chr5	129500001	130500000	427105	0.427105	130000000
chr5	130000001	131000000	403383	0.403383	130500000
chr5	130500001	131500000	341322	0.341322	131000000
chr5	131000001	132000000	383539	0.383539	131500000
chr5	131500001	132500000	495741	0.495741	132000000
chr5	132000001	133000000	475739	0.475739	132500000
chr5	132500001	133500000	484066	0.484066	133000000
chr5	133000001	134000000	502053	0.502053	133500000
chr5	133500001	134500000	495995	0.495995	134000000
chr5	134000001	135000000	485000	0.485	134500000
chr5	134500001	135500000	454646	0.454646	135000000
chr5	135000001	136000000	458131	0.458131	135500000
chr5	135500001	136500000	419611	0.419611	136000000
chr5	136000001	137000000	428778	0.428778	136500000
chr5	136500001	137500000	616224	0.616224	137000000
chr5	137000001	138000000	869761	0.869761	137500000
chr5	137500001	138500000	994975	0.994975	138000000
chr5	138000001	139000000	999093	0.999093	138500000
chr5	138500001	139500000	998249	0.998249	139000000
chr5	139000001	140000000	995848	0.995848	139500000
chr5	139500001	140500000	996141	0.996141	140000000
chr5	140000001	141000000	992907	0.992907	140500000
chr5	140500001	141500000	988663	0.988663	141000000
chr5	141000001	142000000	989977	0.989977	141500000
chr5	141500001	142500000	989034	0.989034	142000000
chr6	1	1000000	503143	0.503143	500000
chr6	500001	1500000	595392	0.595392	1000000
chr6	1000001	2000000	609476	0.609476	1500000
chr6	1500001	2500000	444762	0.444762	2000000
chr6	2000001	3000000	317269	0.317269	2500000
chr6	2500001	3500000	342192	0.342192	3000000
chr6	3000001	4000000	413300	0.4133	3500000
chr6	3500001	4500000	437413	0.437413	4000000
chr6	4000001	5000000	421668	0.421668	4500000
chr6	4500001	5500000	351147	0.351147	5000000
chr6	5000001	6000000	351788	0.351788	5500000
chr6	5500001	6500000	448428	0.448428	6000000
chr6	6000001	7000000	488719	0.488719	6500000
chr6	6500001	7500000	479539	0.479539	7000000
chr6	7000001	8000000	495571	0.495571	7500000
chr6	7500001	8500000	499607	0.499607	8000000
chr6	8000001	9000000	428339	0.428339	8500000
chr6	8500001	9500000	338535	0.338535	9000000
chr6	9000001	10000000	295270	0.29527	9500000
chr6	9500001	10500000	398452	0.398452	10000000
chr6	10000001	11000000	508807	0.508807	10500000
chr6	10500001	11500000	467960	0.46796	11000000
chr6	11000001	12000000	496167	0.496167	11500000
chr6	11500001	12500000	503697	0.503697	12000000
chr6	12000001	13000000	483776	0.483776	12500000
chr6	12500001	13500000	521337	0.521337	13000000
chr6	13000001	14000000	504503	0.504503	13500000
chr6	13500001	14500000	451559	0.451559	14000000
chr6	14000001	15000000	411881	0.411881	14500000
chr6	14500001	15500000	454030	0.45403	15000000
chr6	15000001	16000000	446112	0.446112	15500000
chr6	15500001	16500000	373028	0.373028	16000000
chr6	16000001	17000000	323286	0.323286	16500000
chr6	16500001	17500000	310649	0.310649	17000000
chr6	17000001	18000000	358411	0.358411	17500000
chr6	17500001	18500000	415948	0.415948	18000000
chr6	18000001	19000000	362367	0.362367	18500000
chr6	18500001	19500000	379129	0.379129	19000000
chr6	19000001	20000000	401597	0.401597	19500000
chr6	19500001	20500000	341149	0.341149	20000000
chr6	20000001	21000000	376869	0.376869	20500000
chr6	20500001	21500000	357989	0.357989	21000000
chr6	21000001	22000000	340860	0.34086	21500000
chr6	21500001	22500000	387215	0.387215	22000000
chr6	22000001	23000000	388820	0.38882	22500000
chr6	22500001	23500000	381735	0.381735	23000000
chr6	23000001	24000000	342361	0.342361	23500000
chr6	23500001	24500000	301768	0.301768	24000000
chr6	24000001	25000000	270684	0.270684	24500000
chr6	24500001	25500000	375420	0.37542	25000000
chr6	25000001	26000000	468060	0.46806	25500000
chr6	25500001	26500000	387665	0.387665	26000000
chr6	26000001	27000000	310040	0.31004	26500000
chr6	26500001	27500000	350586	0.350586	27000000
chr6	27000001	28000000	399760	0.39976	27500000
chr6	27500001	28500000	347366	0.347366	28000000
chr6	28000001	29000000	385556	0.385556	28500000
chr6	28500001	29500000	490540	0.49054	29000000
chr6	29000001	30000000	447975	0.447975	29500000
chr6	29500001	30500000	393579	0.393579	30000000
chr6	30000001	31000000	440371	0.440371	30500000
chr6	30500001	31500000	630408	0.630408	31000000
chr6	31000001	32000000	803942	0.803942	31500000
chr6	31500001	32500000	661478	0.661478	32000000
chr6	32000001	33000000	452465	0.452465	32500000
chr6	32500001	33500000	360140	0.36014	33000000
chr6	33000001	34000000	315319	0.315319	33500000
chr6	33500001	34500000	330322	0.330322	34000000
chr6	34000001	35000000	397603	0.397603	34500000
chr6	34500001	35500000	406647	0.406647	35000000
chr6	35000001	36000000	398786	0.398786	35500000
chr6	35500001	36500000	436752	0.436752	36000000
chr6	36000001	37000000	407595	0.407595	36500000
chr6	36500001	37500000	393969	0.393969	37000000
chr6	37000001	38000000	399377	0.399377	37500000
chr6	37500001	38500000	338126	0.338126	38000000
chr6	38000001	39000000	330320	0.33032	38500000
chr6	38500001	39500000	279418	0.279418	39000000
chr6	39000001	40000000	279524	0.279524	39500000
chr6	39500001	40500000	356003	0.356003	40000000
chr6	40000001	41000000	397027	0.397027	40500000
chr6	40500001	41500000	432118	0.432118	41000000
chr6	41000001	42000000	463816	0.463816	41500000
chr6	41500001	42500000	474544	0.474544	42000000
chr6	42000001	43000000	444680	0.44468	42500000
chr6	42500001	43500000	421114	0.421114	43000000
chr6	43000001	44000000	427120	0.42712	43500000
chr6	43500001	44500000	411737	0.411737	44000000
chr6	44000001	45000000	351893	0.351893	44500000
chr6	44500001	45500000	371482	0.371482	45000000
chr6	45000001	46000000	399838	0.399838	45500000
chr6	45500001	46500000	406112	0.406112	46000000
chr6	46000001	47000000	343250	0.34325	46500000
chr6	46500001	47500000	258383	0.258383	47000000
chr6	47000001	48000000	290273	0.290273	47500000
chr6	47500001	48500000	376603	0.376603	48000000
chr6	48000001	49000000	462674	0.462674	48500000
chr6	48500001	49500000	423317	0.423317	49000000
chr6	49000001	50000000	283042	0.283042	49500000
chr6	49500001	50500000	320936	0.320936	50000000
chr6	50000001	51000000	479556	0.479556	50500000
chr6	50500001	51500000	485458	0.485458	51000000
chr6	51000001	52000000	514704	0.514704	51500000
chr6	51500001	52500000	433697	0.433697	52000000
chr6	52000001	53000000	379655	0.379655	52500000
chr6	52500001	53500000	511637	0.511637	53000000
chr6	53000001	54000000	446429	0.446429	53500000
chr6	53500001	54500000	359944	0.359944	54000000
chr6	54000001	55000000	409821	0.409821	54500000
chr6	54500001	55500000	407845	0.407845	55000000
chr6	55000001	56000000	376639	0.376639	55500000
chr6	55500001	56500000	386289	0.386289	56000000
chr6	56000001	57000000	372402	0.372402	56500000
chr6	56500001	57500000	339784	0.339784	57000000
chr6	57000001	58000000	319216	0.319216	57500000
chr6	57500001	58500000	357905	0.357905	58000000
chr6	58000001	59000000	355484	0.355484	58500000
chr6	58500001	59500000	341000	0.341	59000000
chr6	59000001	60000000	291060	0.29106	59500000
chr6	59500001	60500000	345979	0.345979	60000000
chr6	60000001	61000000	428650	0.42865	60500000
chr6	60500001	61500000	422142	0.422142	61000000
chr6	61000001	62000000	603326	0.603326	61500000
chr6	61500001	62500000	559462	0.559462	62000000
chr6	62000001	63000000	405106	0.405106	62500000
chr6	62500001	63500000	472813	0.472813	63000000
chr6	63000001	64000000	520921	0.520921	63500000
chr6	63500001	64500000	463141	0.463141	64000000
chr6	64000001	65000000	420479	0.420479	64500000
chr6	64500001	65500000	464853	0.464853	65000000
chr6	65000001	66000000	438233	0.438233	65500000
chr6	65500001	66500000	368832	0.368832	66000000
chr6	66000001	67000000	344374	0.344374	66500000
chr6	66500001	67500000	415049	0.415049	67000000
chr6	67000001	68000000	436697	0.436697	67500000
chr6	67500001	68500000	456255	0.456255	68000000
chr6	68000001	69000000	473384	0.473384	68500000
chr6	68500001	69500000	474389	0.474389	69000000
chr6	69000001	70000000	454334	0.454334	69500000
chr6	69500001	70500000	386144	0.386144	70000000
chr6	70000001	71000000	406648	0.406648	70500000
chr6	70500001	71500000	369236	0.369236	71000000
chr6	71000001	72000000	316447	0.316447	71500000
chr6	71500001	72500000	408923	0.408923	72000000
chr6	72000001	73000000	506449	0.506449	72500000
chr6	72500001	73500000	544747	0.544747	73000000
chr6	73000001	74000000	549674	0.549674	73500000
chr6	73500001	74500000	563801	0.563801	74000000
chr6	74000001	75000000	538207	0.538207	74500000
chr6	74500001	75500000	441618	0.441618	75000000
chr6	75000001	76000000	499398	0.499398	75500000
chr6	75500001	76500000	501713	0.501713	76000000
chr6	76000001	77000000	389452	0.389452	76500000
chr6	76500001	77500000	343344	0.343344	77000000
chr6	77000001	78000000	416318	0.416318	77500000
chr6	77500001	78500000	463636	0.463636	78000000
chr6	78000001	79000000	433581	0.433581	78500000
chr6	78500001	79500000	490306	0.490306	79000000
chr6	79000001	80000000	505108	0.505108	79500000
chr6	79500001	80500000	445945	0.445945	80000000
chr6	80000001	81000000	389099	0.389099	80500000
chr6	80500001	81500000	410050	0.41005	81000000
chr6	81000001	82000000	457544	0.457544	81500000
chr6	81500001	82500000	488354	0.488354	82000000
chr6	82000001	83000000	495158	0.495158	82500000
chr6	82500001	83500000	497341	0.497341	83000000
chr6	83000001	84000000	506414	0.506414	83500000
chr6	83500001	84500000	499274	0.499274	84000000
chr6	84000001	85000000	553954	0.553954	84500000
chr6	84500001	85500000	525547	0.525547	85000000
chr6	85000001	86000000	523082	0.523082	85500000
chr6	85500001	86500000	556649	0.556649	86000000
chr6	86000001	87000000	549014	0.549014	86500000
chr6	86500001	87500000	461811	0.461811	87000000
chr6	87000001	88000000	439263	0.439263	87500000
chr6	87500001	88500000	535147	0.535147	88000000
chr6	88000001	89000000	493797	0.493797	88500000
chr6	88500001	89500000	481172	0.481172	89000000
chr6	89000001	90000000	485437	0.485437	89500000
chr6	89500001	90500000	523111	0.523111	90000000
chr6	90000001	91000000	542216	0.542216	90500000
chr6	90500001	91500000	511740	0.51174	91000000
chr6	91000001	92000000	482728	0.482728	91500000
chr6	91500001	92500000	545951	0.545951	92000000
chr6	92000001	93000000	478266	0.478266	92500000
chr6	92500001	93500000	321591	0.321591	93000000
chr6	93000001	94000000	397547	0.397547	93500000
chr6	93500001	94500000	449542	0.449542	94000000
chr6	94000001	95000000	495748	0.495748	94500000
chr6	94500001	95500000	472423	0.472423	95000000
chr6	95000001	96000000	439159	0.439159	95500000
chr6	95500001	96500000	440239	0.440239	96000000
chr6	96000001	97000000	375836	0.375836	96500000
chr6	96500001	97500000	449657	0.449657	97000000
chr6	97000001	98000000	548160	0.54816	97500000
chr6	97500001	98500000	567211	0.567211	98000000
chr6	98000001	99000000	584814	0.584814	98500000
chr6	98500001	99500000	482264	0.482264	99000000
chr6	99000001	100000000	400276	0.400276	99500000
chr6	99500001	100500000	431107	0.431107	100000000
chr6	100000001	101000000	385636	0.385636	100500000
chr6	100500001	101500000	308345	0.308345	101000000
chr6	101000001	102000000	356092	0.356092	101500000
chr6	101500001	102500000	412475	0.412475	102000000
chr6	102000001	103000000	367855	0.367855	102500000
chr6	102500001	103500000	396090	0.39609	103000000
chr6	103000001	104000000	442162	0.442162	103500000
chr6	103500001	104500000	493198	0.493198	104000000
chr6	104000001	105000000	536243	0.536243	104500000
chr6	104500001	105500000	486524	0.486524	105000000
chr6	105000001	106000000	457490	0.45749	105500000
chr6	105500001	106500000	406684	0.406684	106000000
chr6	106000001	107000000	411830	0.41183	106500000
chr6	106500001	107500000	465347	0.465347	107000000
chr6	107000001	108000000	404213	0.404213	107500000
chr6	107500001	108500000	289220	0.28922	108000000
chr6	108000001	109000000	256529	0.256529	108500000
chr6	108500001	109500000	265039	0.265039	109000000
chr6	109000001	110000000	256277	0.256277	109500000
chr6	109500001	110500000	347321	0.347321	110000000
chr6	110000001	111000000	485591	0.485591	110500000
chr6	110500001	111500000	441579	0.441579	111000000
chr6	111000001	112000000	340713	0.340713	111500000
chr6	111500001	112500000	385764	0.385764	112000000
chr6	112000001	113000000	444641	0.444641	112500000
chr6	112500001	113500000	502142	0.502142	113000000
chr6	113000001	114000000	548726	0.548726	113500000
chr6	113500001	114500000	481996	0.481996	114000000
chr6	114000001	115000000	443127	0.443127	114500000
chr6	114500001	115500000	435909	0.435909	115000000
chr6	115000001	116000000	401618	0.401618	115500000
chr6	115500001	116500000	477665	0.477665	116000000
chr6	116000001	117000000	579005	0.579005	116500000
chr6	116500001	117500000	622403	0.622403	117000000
chr6	117000001	118000000	544376	0.544376	117500000
chr6	117500001	118500000	422914	0.422914	118000000
chr6	118000001	119000000	431831	0.431831	118500000
chr6	118500001	119500000	387386	0.387386	119000000
chr6	119000001	120000000	324984	0.324984	119500000
chr6	119500001	120500000	394430	0.39443	120000000
chr6	120000001	121000000	438638	0.438638	120500000
chr6	120500001	121500000	403860	0.40386	121000000
chr6	121000001	122000000	355678	0.355678	121500000
chr6	121500001	122500000	411679	0.411679	122000000
chr6	122000001	123000000	470763	0.470763	122500000
chr6	122500001	123500000	484317	0.484317	123000000
chr6	123000001	124000000	511146	0.511146	123500000
chr6	123500001	124500000	509743	0.509743	124000000
chr6	124000001	125000000	475217	0.475217	124500000
chr6	124500001	125500000	496726	0.496726	125000000
chr6	125000001	126000000	568662	0.568662	125500000
chr6	125500001	126500000	619342	0.619342	126000000
chr6	126000001	127000000	621910	0.62191	126500000
chr6	126500001	127500000	519074	0.519074	127000000
chr6	127000001	128000000	521252	0.521252	127500000
chr6	127500001	128500000	484544	0.484544	128000000
chr6	128000001	129000000	442728	0.442728	128500000
chr6	128500001	129500000	523408	0.523408	129000000
chr6	129000001	130000000	493016	0.493016	129500000
chr6	129500001	130500000	594392	0.594392	130000000
chr6	130000001	131000000	616287	0.616287	130500000
chr6	130500001	131500000	487635	0.487635	131000000
chr6	131000001	132000000	486703	0.486703	131500000
chr6	131500001	132500000	491670	0.49167	132000000
chr6	132000001	133000000	588907	0.588907	132500000
chr6	132500001	133500000	565926	0.565926	133000000
chr6	133000001	134000000	405036	0.405036	133500000
chr6	133500001	134500000	357146	0.357146	134000000
chr6	134000001	135000000	317273	0.317273	134500000
chr6	134500001	135500000	298561	0.298561	135000000
chr6	135000001	136000000	298527	0.298527	135500000
chr6	135500001	136500000	283897	0.283897	136000000
chr6	136000001	137000000	398006	0.398006	136500000
chr6	136500001	137500000	578923	0.578923	137000000
chr6	137000001	138000000	637402	0.637402	137500000
chr6	137500001	138500000	569821	0.569821	138000000
chr7	1	1000000	749137	0.749137	500000
chr7	500001	1500000	431241	0.431241	1000000
chr7	1000001	2000000	317295	0.317295	1500000
chr7	1500001	2500000	319855	0.319855	2000000
chr7	2000001	3000000	316967	0.316967	2500000
chr7	2500001	3500000	325739	0.325739	3000000
chr7	3000001	4000000	338213	0.338213	3500000
chr7	3500001	4500000	311190	0.31119	4000000
chr7	4000001	5000000	384184	0.384184	4500000
chr7	4500001	5500000	418814	0.418814	5000000
chr7	5000001	6000000	393818	0.393818	5500000
chr7	5500001	6500000	352039	0.352039	6000000
chr7	6000001	7000000	363220	0.36322	6500000
chr7	6500001	7500000	354169	0.354169	7000000
chr7	7000001	8000000	314860	0.31486	7500000
chr7	7500001	8500000	375241	0.375241	8000000
chr7	8000001	9000000	383704	0.383704	8500000
chr7	8500001	9500000	349752	0.349752	9000000
chr7	9000001	10000000	389228	0.389228	9500000
chr7	9500001	10500000	416929	0.416929	10000000
chr7	10000001	11000000	393973	0.393973	10500000
chr7	10500001	11500000	392586	0.392586	11000000
chr7	11000001	12000000	437285	0.437285	11500000
chr7	11500001	12500000	423342	0.423342	12000000
chr7	12000001	13000000	361425	0.361425	12500000
chr7	12500001	13500000	331881	0.331881	13000000
chr7	13000001	14000000	317051	0.317051	13500000
chr7	13500001	14500000	300663	0.300663	14000000
chr7	14000001	15000000	278651	0.278651	14500000
chr7	14500001	15500000	344532	0.344532	15000000
chr7	15000001	16000000	521635	0.521635	15500000
chr7	15500001	16500000	589114	0.589114	16000000
chr7	16000001	17000000	467706	0.467706	16500000
chr7	16500001	17500000	423682	0.423682	17000000
chr7	17000001	18000000	381517	0.381517	17500000
chr7	17500001	18500000	377964	0.377964	18000000
chr7	18000001	19000000	473942	0.473942	18500000
chr7	18500001	19500000	403126	0.403126	19000000
